,ht,at,n,Date,Year,PTS,OPP,OT
2063,Omaha,Denver,False,20120303,2012,2,3,1
2064,St. Cloud State,Minnesota Duluth,False,20120303,2012,3,3,1
2065,Colorado College,Michigan Tech,False,20120303,2012,2,0,0
2066,Alaska Anchorage,Bemidji State,False,20120303,2012,4,5,0
2067,Yale,Princeton,False,20120304,2012,7,3,0
2068,Clarkson,Rensselaer,False,20120304,2012,1,4,0
2069,Quinnipiac,Brown,False,20120304,2012,4,2,0
2070,Bentley,Sacred Heart,False,20120304,2012,5,0,0
2071,Robert Morris,American International,False,20120304,2012,4,3,1
2072,Northern Michigan,Bowling Green,False,20120304,2012,1,4,0
2073,UMass Lowell,Providence,False,20120308,2012,3,5,0
2074,Boston University,New Hampshire,False,20120309,2012,2,3,0
2075,Harvard,Yale,False,20120309,2012,1,2,1
2076,Cornell,Dartmouth,False,20120309,2012,4,3,0
2077,Maine,Merrimack,False,20120309,2012,2,1,0
2078,Colgate,Quinnipiac,False,20120309,2012,4,2,0
2079,UMass Lowell,Providence,False,20120309,2012,3,2,1
2080,Union,Rensselaer,False,20120309,2012,3,2,0
2081,Rochester,Bentley,False,20120309,2012,1,4,0
2082,Niagara,Robert Morris,False,20120309,2012,3,0,0
2083,Ferris State,Bowling Green,False,20120309,2012,2,3,1
2084,Mercyhurst,Holy Cross,False,20120309,2012,2,1,0
2085,Western Michigan,Lake Superior State,False,20120309,2012,4,2,0
2086,Boston College,UMass,False,20120309,2012,2,1,0
2087,Michigan,Notre Dame,False,20120309,2012,2,1,0
2088,Miami (OH),Michigan State,False,20120309,2012,6,0,0
2089,Minnesota Duluth,Minnesota State,False,20120309,2012,4,2,0
2090,Minnesota,Alaska Anchorage,False,20120309,2012,2,1,0
2091,North Dakota,Bemidji State,False,20120309,2012,4,1,0
2092,St. Cloud State,Omaha,False,20120309,2012,4,0,0
2093,Air Force,UConn,False,20120309,2012,4,3,0
2094,Denver,Wisconsin,False,20120309,2012,0,1,0
2095,Colorado College,Michigan Tech,False,20120309,2012,1,3,0
2096,Boston University,New Hampshire,False,20120310,2012,4,2,0
2097,Boston College,UMass,False,20120310,2012,3,2,0
2098,Harvard,Yale,False,20120310,2012,4,3,0
2099,Cornell,Dartmouth,False,20120310,2012,3,1,0
2100,Maine,Merrimack,False,20120310,2012,2,5,0
2101,Colgate,Quinnipiac,False,20120310,2012,2,4,0
2102,Union,Rensselaer,False,20120310,2012,4,2,0
2103,Rochester,Bentley,False,20120310,2012,5,4,0
2104,Miami (OH),Michigan State,False,20120310,2012,4,1,0
2105,Niagara,Robert Morris,False,20120310,2012,2,1,0
2106,Ferris State,Bowling Green,False,20120310,2012,7,4,0
2107,Mercyhurst,Holy Cross,False,20120310,2012,1,3,0
2108,Western Michigan,Lake Superior State,False,20120310,2012,5,2,0
2109,Michigan,Notre Dame,False,20120310,2012,3,1,0
2110,Minnesota Duluth,Minnesota State,False,20120310,2012,3,2,0
2111,Minnesota,Alaska Anchorage,False,20120310,2012,7,3,0
2112,North Dakota,Bemidji State,False,20120310,2012,4,3,0
2113,St. Cloud State,Omaha,False,20120310,2012,3,1,0
2114,Air Force,UConn,False,20120310,2012,1,3,0
2115,Colorado College,Michigan Tech,False,20120310,2012,3,4,1
2116,Denver,Wisconsin,False,20120310,2012,3,1,0
2117,UMass Lowell,Providence,False,20120311,2012,0,1,0
2118,Boston University,New Hampshire,False,20120311,2012,5,4,0
2119,Harvard,Yale,False,20120311,2012,8,2,0
2120,Maine,Merrimack,False,20120311,2012,2,1,0
2121,Colgate,Quinnipiac,False,20120311,2012,4,0,0
2122,Rochester,Bentley,False,20120311,2012,3,0,0
2123,Ferris State,Bowling Green,False,20120311,2012,3,4,1
2124,Mercyhurst,Holy Cross,False,20120311,2012,3,1,0
2125,Air Force,UConn,False,20120311,2012,4,3,0
2126,Denver,Wisconsin,False,20120311,2012,3,2,1
2127,Denver,Michigan Tech,False,20120315,2012,3,2,1
2128,North Dakota,St. Cloud State,False,20120315,2012,4,1,0
2129,Minnesota Duluth,Denver,False,20120316,2012,3,4,0
2130,Air Force,Mercyhurst,False,20120316,2012,5,2,0
2131,Union,Colgate,False,20120316,2012,6,2,0
2132,Western Michigan,Miami (OH),False,20120316,2012,6,2,0
2133,Boston College,Providence,False,20120316,2012,4,2,0
2134,Cornell,Harvard,False,20120316,2012,1,6,0
2135,Niagara,Rochester,False,20120316,2012,1,2,1
2136,Boston University,Maine,False,20120316,2012,3,5,0
2137,Michigan,Bowling Green,False,20120316,2012,3,2,0
2138,Minnesota,North Dakota,False,20120316,2012,3,6,0
2139,Miami (OH),Bowling Green,False,20120317,2012,4,1,0
2140,Cornell,Colgate,False,20120317,2012,3,0,0
2141,Air Force,Rochester,False,20120317,2012,4,0,0
2142,Union,Harvard,False,20120317,2012,3,1,0
2143,Michigan,Western Michigan,False,20120317,2012,2,3,0
2144,Boston College,Maine,False,20120317,2012,4,1,0
2145,Denver,North Dakota,False,20120317,2012,0,4,0
2146,Union,Michigan State,False,20120323,2012,3,1,0
2147,Ferris State,Denver,False,20120323,2012,2,1,0
2148,Miami (OH),UMass Lowell,False,20120323,2012,3,4,1
2149,Michigan,Cornell,False,20120323,2012,2,3,1
2150,North Dakota,Western Michigan,False,20120324,2012,3,1,0
2151,Boston College,Air Force,False,20120324,2012,2,0,0
2152,Minnesota,Boston University,False,20120324,2012,7,3,0
2153,Union,UMass Lowell,False,20120324,2012,4,2,0
2154,Minnesota Duluth,Maine,False,20120324,2012,5,2,0
2155,Ferris State,Cornell,False,20120324,2012,2,1,0
2156,North Dakota,Minnesota,False,20120325,2012,2,5,0
2157,Boston College,Minnesota Duluth,False,20120325,2012,4,0,0
2158,Union,Ferris State,False,20120405,2012,1,3,0
2159,Boston College,Minnesota,False,20120405,2012,6,1,0
2160,Boston College,Ferris State,False,20120407,2012,4,1,0
2161,Niagara,Bowling Green,False,20121006,2013,2,2,1
2162,Maine,Quinnipiac,False,20121006,2013,1,2,0
2163,Union,Merrimack,False,20121006,2013,1,4,0
2164,Colgate,Niagara,False,20121009,2013,10,2,0
2165,Northeastern,Merrimack,False,20121010,2013,4,2,0
2166,Michigan,Rochester,False,20121011,2013,4,5,1
2167,Lake Superior State,Michigan Tech,False,20121011,2013,4,2,0
2168,Notre Dame,Maine,False,20121012,2013,1,0,0
2169,UMass,UConn,False,20121012,2013,4,1,0
2170,Minnesota,Michigan State,False,20121012,2013,5,1,0
2171,UMass Lowell,Vermont,False,20121012,2013,1,1,1
2172,Providence,Sacred Heart,False,20121012,2013,8,2,0
2173,Bowling Green,Union,False,20121012,2013,3,5,0
2174,Rensselaer,Ferris State,False,20121012,2013,3,1,0
2175,Western Michigan,St. Lawrence,False,20121012,2013,3,4,1
2176,New Hampshire,St. Cloud State,False,20121012,2013,5,3,0
2177,Penn State,American International,False,20121012,2013,2,3,1
2178,Michigan,Rochester,False,20121012,2013,7,2,0
2179,Miami (OH),Colgate,False,20121012,2013,3,0,0
2180,Wisconsin,Northern Michigan,False,20121012,2013,1,2,0
2181,Alabama-Huntsville,Minnesota State,False,20121012,2013,1,4,0
2182,Minnesota Duluth,Ohio State,False,20121012,2013,6,2,0
2183,Alaska,Air Force,False,20121012,2013,3,3,1
2184,Colorado College,Clarkson,False,20121012,2013,5,4,0
2185,Omaha,Army,False,20121012,2013,5,1,0
2186,Alaska Anchorage,Canisius,False,20121012,2013,3,3,1
2187,Army,Maine,False,20121013,2013,3,4,0
2188,Omaha,Notre Dame,False,20121013,2013,2,3,0
2189,Quinnipiac,Robert Morris,False,20121013,2013,4,0,0
2190,Boston University,Providence,False,20121013,2013,4,2,0
2191,Northeastern,Boston College,False,20121013,2013,3,1,0
2192,New Hampshire,St. Cloud State,False,20121013,2013,4,2,0
2193,Penn State,American International,False,20121013,2013,4,3,1
2194,Niagara,Mercyhurst,False,20121013,2013,2,1,0
2195,Bowling Green,Union,False,20121013,2013,1,4,0
2196,Miami (OH),Colgate,False,20121013,2013,5,1,0
2197,Rensselaer,Ferris State,False,20121013,2013,2,2,1
2198,Western Michigan,St. Lawrence,False,20121013,2013,3,2,0
2199,Michigan Tech,Lake Superior State,False,20121013,2013,8,4,0
2200,Northern Michigan,Wisconsin,False,20121013,2013,4,2,0
2201,Alabama-Huntsville,Minnesota State,False,20121013,2013,2,2,1
2202,Minnesota Duluth,Ohio State,False,20121013,2013,2,3,0
2203,Alaska,Canisius,False,20121013,2013,1,3,0
2204,Minnesota,Michigan State,False,20121013,2013,7,1,0
2205,Colorado College,Clarkson,False,20121013,2013,5,4,0
2206,Alaska Anchorage,Air Force,False,20121013,2013,3,3,1
2207,Quinnipiac,Robert Morris,False,20121014,2013,0,4,0
2208,American International,Holy Cross,False,20121016,2013,2,6,0
2209,Bentley,Sacred Heart,False,20121016,2013,7,1,0
2210,Notre Dame,Minnesota Duluth,False,20121018,2013,1,3,0
2211,UMass,Boston College,False,20121019,2013,4,5,1
2212,Michigan State,Niagara,False,20121019,2013,3,2,0
2213,Maine,St. Lawrence,False,20121019,2013,0,5,0
2214,Colgate,Bowling Green,False,20121019,2013,1,3,0
2215,Quinnipiac,Ohio State,False,20121019,2013,1,1,1
2216,Army,Sacred Heart,False,20121019,2013,5,2,0
2217,Ferris State,Mercyhurst,False,20121019,2013,7,3,0
2218,Western Michigan,Canisius,False,20121019,2013,3,0,0
2219,Michigan Tech,Minnesota,False,20121019,2013,5,3,0
2220,Notre Dame,Minnesota Duluth,False,20121019,2013,4,1,0
2221,Michigan,Bentley,False,20121019,2013,6,3,0
2222,Miami (OH),Providence,False,20121019,2013,1,1,1
2223,Bemidji State,Lake Superior State,False,20121019,2013,0,2,0
2224,Omaha,Northern Michigan,False,20121019,2013,5,2,0
2225,St. Cloud State,Alabama-Huntsville,False,20121019,2013,8,3,0
2226,Minnesota State,Rensselaer,False,20121019,2013,3,3,1
2227,Alaska Anchorage,North Dakota,False,20121019,2013,0,5,0
2228,Air Force,Colorado College,False,20121019,2013,2,6,0
2229,Denver,UMass Lowell,False,20121019,2013,5,1,0
2230,Alaska,Merrimack,False,20121019,2013,3,2,0
2231,Quinnipiac,Ohio State,False,20121020,2013,3,1,0
2232,Boston College,Northeastern,False,20121020,2013,3,0,0
2233,Michigan State,Niagara,False,20121020,2013,3,3,1
2234,New Hampshire,Boston University,False,20121020,2013,4,1,0
2235,Maine,St. Lawrence,False,20121020,2013,1,5,0
2236,Clarkson,Holy Cross,False,20121020,2013,1,3,0
2237,Colgate,Bowling Green,False,20121020,2013,4,2,0
2238,Miami (OH),Providence,False,20121020,2013,4,3,1
2239,Ferris State,Mercyhurst,False,20121020,2013,3,3,1
2240,Sacred Heart,Army,False,20121020,2013,4,4,1
2241,Western Michigan,Canisius,False,20121020,2013,2,1,0
2242,Michigan Tech,Minnesota,False,20121020,2013,2,3,0
2243,Rochester,Penn State,False,20121020,2013,2,3,0
2244,Alaska Anchorage,Merrimack,False,20121020,2013,6,3,0
2245,Bemidji State,Lake Superior State,False,20121020,2013,5,0,0
2246,Omaha,Northern Michigan,False,20121020,2013,1,2,0
2247,St. Cloud State,Alabama-Huntsville,False,20121020,2013,4,0,0
2248,Minnesota State,Rensselaer,False,20121020,2013,4,3,1
2249,Colorado College,UMass Lowell,False,20121020,2013,1,3,0
2250,Denver,Air Force,False,20121020,2013,5,2,0
2251,Alaska,North Dakota,False,20121020,2013,2,1,0
2252,Rochester,Robert Morris,False,20121025,2013,4,6,0
2253,Canisius,Air Force,False,20121025,2013,1,1,1
2254,Yale,Dartmouth,False,20121026,2013,2,2,1
2255,Holy Cross,UConn,False,20121026,2013,2,1,0
2256,Cornell,Colorado College,False,20121026,2013,2,0,0
2257,Brown,Princeton,False,20121026,2013,2,1,0
2258,Clarkson,Niagara,False,20121026,2013,0,2,0
2259,Colgate,Rochester,False,20121026,2013,6,3,0
2260,UMass Lowell,Boston College,False,20121026,2013,0,1,0
2261,Providence,Maine,False,20121026,2013,3,2,0
2262,Bowling Green,Ohio State,False,20121026,2013,0,1,0
2263,Army,Penn State,False,20121026,2013,0,5,0
2264,American International,Union,False,20121026,2013,0,8,0
2265,Bentley,Alabama-Huntsville,False,20121026,2013,9,1,0
2266,Ferris State,Alaska,False,20121026,2013,6,3,0
2267,Boston University,UMass,False,20121026,2013,5,2,0
2268,Northern Michigan,Notre Dame,False,20121026,2013,2,5,0
2269,New Hampshire,Northeastern,False,20121026,2013,4,3,0
2270,Merrimack,Vermont,False,20121026,2013,6,3,0
2271,Michigan,Miami (OH),False,20121026,2013,4,2,0
2272,Lake Superior State,Michigan State,False,20121026,2013,3,2,0
2273,Minnesota Duluth,Wisconsin,False,20121026,2013,0,2,0
2274,North Dakota,Alaska Anchorage,False,20121026,2013,4,1,0
2275,Omaha,Bemidji State,False,20121026,2013,3,3,1
2276,St. Cloud State,Minnesota State,False,20121026,2013,5,1,0
2277,Denver,Michigan Tech,False,20121026,2013,5,1,0
2278,Princeton,Yale,False,20121027,2013,2,3,0
2279,Holy Cross,Army,False,20121027,2013,2,7,0
2280,Northeastern,New Hampshire,False,20121027,2013,0,0,1
2281,UMass,Boston University,False,20121027,2013,2,3,0
2282,Cornell,Colorado College,False,20121027,2013,3,2,0
2283,Brown,Dartmouth,False,20121027,2013,0,4,0
2284,Colgate,Quinnipiac,False,20121027,2013,5,1,0
2285,Providence,Maine,False,20121027,2013,3,0,0
2286,Sacred Heart,Penn State,False,20121027,2013,3,6,0
2287,Merrimack,Vermont,False,20121027,2013,2,2,1
2288,Harvard,Bentley,False,20121027,2013,5,0,0
2289,Bowling Green,Ohio State,False,20121027,2013,3,3,1
2290,Lake Superior State,Michigan State,False,20121027,2013,2,4,0
2291,American International,Alabama-Huntsville,False,20121027,2013,4,3,0
2292,Ferris State,Alaska,False,20121027,2013,2,3,0
2293,Robert Morris,Air Force,False,20121027,2013,1,4,0
2294,Northern Michigan,Notre Dame,False,20121027,2013,2,3,0
2295,Clarkson,Niagara,False,20121027,2013,4,4,1
2296,Michigan,Miami (OH),False,20121027,2013,3,4,0
2297,UConn,Union,False,20121027,2013,2,2,1
2298,Minnesota Duluth,Wisconsin,False,20121027,2013,2,2,1
2299,North Dakota,Alaska Anchorage,False,20121027,2013,3,3,1
2300,Omaha,Bemidji State,False,20121027,2013,2,3,0
2301,St. Cloud State,Minnesota State,False,20121027,2013,5,1,0
2302,Denver,Michigan Tech,False,20121027,2013,5,2,0
2303,Minnesota,Canisius,False,20121028,2013,1,0,0
2304,Boston College,UMass Lowell,False,20121028,2013,6,3,0
2305,Michigan State,Bowling Green,False,20121102,2013,0,1,0
2306,Harvard,Brown,False,20121102,2013,3,2,0
2307,Northeastern,Merrimack,False,20121102,2013,2,5,0
2308,UMass,New Hampshire,False,20121102,2013,2,1,1
2309,Dartmouth,Yale,False,20121102,2013,7,4,0
2310,Maine,Boston College,False,20121102,2013,2,4,0
2311,Niagara,UConn,False,20121102,2013,3,0,0
2312,Colgate,Cornell,False,20121102,2013,1,3,0
2313,Rensselaer,Union,False,20121102,2013,2,4,0
2314,St. Lawrence,Alabama-Huntsville,False,20121102,2013,4,0,0
2315,Vermont,Providence,False,20121102,2013,2,3,0
2316,American International,Rochester,False,20121102,2013,2,2,1
2317,Ferris State,Miami (OH),False,20121102,2013,3,0,0
2318,Robert Morris,Bentley,False,20121102,2013,5,2,0
2319,Sacred Heart,Mercyhurst,False,20121102,2013,0,3,0
2320,Michigan Tech,Omaha,False,20121102,2013,1,2,0
2321,Northern Michigan,Michigan,False,20121102,2013,4,4,1
2322,Notre Dame,Western Michigan,False,20121102,2013,2,3,0
2323,Minnesota,Minnesota State,False,20121102,2013,3,2,0
2324,Wisconsin,Colorado College,False,20121102,2013,4,5,1
2325,North Dakota,Boston University,False,20121102,2013,4,2,0
2326,Air Force,Holy Cross,False,20121102,2013,2,3,0
2327,Denver,St. Cloud State,False,20121102,2013,0,3,0
2328,Alaska,Lake Superior State,False,20121102,2013,2,1,0
2329,Canisius,Clarkson,False,20121103,2013,3,3,1
2330,Sacred Heart,Mercyhurst,False,20121103,2013,1,3,0
2331,Harvard,Yale,False,20121103,2013,1,5,0
2332,Dartmouth,Brown,False,20121103,2013,2,1,0
2333,Cornell,Colgate,False,20121103,2013,2,2,1
2334,Niagara,UConn,False,20121103,2013,5,0,0
2335,St. Lawrence,Alabama-Huntsville,False,20121103,2013,3,1,0
2336,Union,Rensselaer,False,20121103,2013,7,3,0
2337,Bowling Green,Michigan State,False,20121103,2013,1,6,0
2338,Vermont,Providence,False,20121103,2013,2,0,0
2339,American International,Rochester,False,20121103,2013,0,3,0
2340,Ferris State,Miami (OH),False,20121103,2013,2,4,0
2341,Robert Morris,Bentley,False,20121103,2013,4,5,0
2342,Michigan Tech,Omaha,False,20121103,2013,3,5,0
2343,Northern Michigan,Michigan,False,20121103,2013,4,3,0
2344,Merrimack,Northeastern,False,20121103,2013,4,2,0
2345,Wisconsin,Colorado College,False,20121103,2013,0,3,0
2346,North Dakota,Boston University,False,20121103,2013,2,4,0
2347,Minnesota State,Minnesota,False,20121103,2013,5,3,0
2348,Air Force,Holy Cross,False,20121103,2013,7,0,0
2349,Denver,St. Cloud State,False,20121103,2013,6,1,0
2350,Alaska,Lake Superior State,False,20121103,2013,2,4,0
2351,Canisius,Clarkson,False,20121104,2013,2,2,1
2352,Boston College,UMass,False,20121104,2013,3,2,0
2353,Maine,New Hampshire,False,20121104,2013,0,4,0
2354,Notre Dame,Western Michigan,False,20121104,2013,4,0,0
2355,Quinnipiac,American International,False,20121106,2013,1,2,0
2356,Yale,Clarkson,False,20121109,2013,0,1,0
2357,Boston College,Notre Dame,False,20121109,2013,3,1,0
2358,Holy Cross,Bentley,False,20121109,2013,4,3,0
2359,Harvard,Union,False,20121109,2013,2,6,0
2360,UMass,Providence,False,20121109,2013,4,0,0
2361,Dartmouth,Rensselaer,False,20121109,2013,4,0,0
2362,Princeton,Cornell,False,20121109,2013,5,3,0
2363,Brown,St. Lawrence,False,20121109,2013,3,3,1
2364,UMass Lowell,Maine,False,20121109,2013,2,1,0
2365,Quinnipiac,Colgate,False,20121109,2013,3,2,1
2366,UConn,Sacred Heart,False,20121109,2013,5,3,0
2367,Rochester,Mercyhurst,False,20121109,2013,3,5,0
2368,Ohio State,Alaska,False,20121109,2013,1,1,1
2369,Army,Niagara,False,20121109,2013,0,5,0
2370,Canisius,Robert Morris,False,20121109,2013,0,4,0
2371,Western Michigan,Bowling Green,False,20121109,2013,3,1,0
2372,Penn State,Air Force,False,20121109,2013,1,5,0
2373,Merrimack,Boston University,False,20121109,2013,1,3,0
2374,Michigan,Michigan State,False,20121109,2013,5,1,0
2375,Miami (OH),Northern Michigan,False,20121109,2013,5,2,0
2376,Lake Superior State,Ferris State,False,20121109,2013,4,1,0
2377,St. Cloud State,North Dakota,False,20121109,2013,0,3,0
2378,Minnesota State,Denver,False,20121109,2013,3,4,0
2379,Colorado College,Bemidji State,False,20121109,2013,3,2,0
2380,Alaska Anchorage,Minnesota,False,20121109,2013,0,4,0
2381,Penn State,Air Force,False,20121110,2013,5,1,0
2382,Princeton,Colgate,False,20121110,2013,4,0,0
2383,Brown,Clarkson,False,20121110,2013,3,3,1
2384,Yale,St. Lawrence,False,20121110,2013,4,2,0
2385,Harvard,Rensselaer,False,20121110,2013,4,0,0
2386,Northeastern,Alabama-Huntsville,False,20121110,2013,3,0,0
2387,Dartmouth,Union,False,20121110,2013,3,2,0
2388,New Hampshire,Vermont,False,20121110,2013,4,0,0
2389,UMass Lowell,Maine,False,20121110,2013,3,4,0
2390,Quinnipiac,Cornell,False,20121110,2013,4,1,0
2391,Merrimack,UConn,False,20121110,2013,1,3,0
2392,Michigan State,Michigan,False,20121110,2013,7,2,0
2393,Rochester,Canisius,False,20121110,2013,3,6,0
2394,Bowling Green,Western Michigan,False,20121110,2013,2,2,1
2395,Miami (OH),Northern Michigan,False,20121110,2013,2,2,1
2396,Ohio State,Alaska,False,20121110,2013,1,3,0
2397,Lake Superior State,Ferris State,False,20121110,2013,1,2,0
2398,Army,Niagara,False,20121110,2013,1,4,0
2399,Omaha,Minnesota Duluth,False,20121110,2013,3,2,0
2400,St. Cloud State,North Dakota,False,20121110,2013,5,2,0
2401,Minnesota State,Denver,False,20121110,2013,2,3,0
2402,Colorado College,Bemidji State,False,20121110,2013,6,3,0
2403,Alaska Anchorage,Minnesota,False,20121110,2013,2,2,1
2404,Sacred Heart,Holy Cross,False,20121111,2013,3,6,0
2405,Omaha,Minnesota Duluth,False,20121111,2013,6,3,0
2406,Boston University,Boston College,False,20121111,2013,2,4,0
2407,Northeastern,Alabama-Huntsville,False,20121111,2013,3,1,0
2408,Michigan,Notre Dame,False,20121115,2013,1,3,0
2409,Boston College,Merrimack,False,20121116,2013,4,3,0
2410,Maine,UMass,False,20121116,2013,2,2,1
2411,Clarkson,Quinnipiac,False,20121116,2013,2,5,0
2412,Colgate,Dartmouth,False,20121116,2013,5,4,0
2413,UMass Lowell,New Hampshire,False,20121116,2013,0,3,0
2414,Providence,Northeastern,False,20121116,2013,6,2,0
2415,Rensselaer,Mercyhurst,False,20121116,2013,4,2,0
2416,St. Lawrence,Princeton,False,20121116,2013,3,3,1
2417,Bowling Green,Ferris State,False,20121116,2013,3,4,1
2418,Ohio State,Northern Michigan,False,20121116,2013,2,0,0
2419,Vermont,Boston University,False,20121116,2013,2,6,0
2420,Army,Sacred Heart,False,20121116,2013,3,2,0
2421,American International,Bentley,False,20121116,2013,3,7,0
2422,Canisius,Niagara,False,20121116,2013,1,2,0
2423,Cornell,Harvard,False,20121116,2013,1,4,0
2424,Michigan,Notre Dame,False,20121116,2013,1,4,0
2425,Miami (OH),Michigan State,False,20121116,2013,2,2,1
2426,Lake Superior State,Alabama-Huntsville,False,20121116,2013,1,2,0
2427,Minnesota,Wisconsin,False,20121116,2013,2,2,1
2428,Bemidji State,Michigan Tech,False,20121116,2013,4,5,1
2429,North Dakota,Minnesota Duluth,False,20121116,2013,4,4,1
2430,Colorado College,Denver,False,20121116,2013,5,6,0
2431,Alaska,Western Michigan,False,20121116,2013,6,1,0
2432,Holy Cross,Rochester,False,20121117,2013,7,3,0
2433,Sacred Heart,American International,False,20121117,2013,2,2,1
2434,St. Lawrence,Quinnipiac,False,20121117,2013,2,6,0
2435,Cornell,Dartmouth,False,20121117,2013,1,1,1
2436,Niagara,Robert Morris,False,20121117,2013,3,0,0
2437,Clarkson,Princeton,False,20121117,2013,7,2,0
2438,Colgate,Harvard,False,20121117,2013,1,0,0
2439,Rensselaer,Mercyhurst,False,20121117,2013,4,1,0
2440,Bowling Green,Ferris State,False,20121117,2013,1,3,0
2441,Miami (OH),Michigan State,False,20121117,2013,2,0,0
2442,Ohio State,Northern Michigan,False,20121117,2013,4,2,0
2443,Brown,Army,False,20121117,2013,3,0,0
2444,Lake Superior State,Alabama-Huntsville,False,20121117,2013,4,0,0
2445,Bentley,UConn,False,20121117,2013,3,1,0
2446,Bemidji State,Michigan Tech,False,20121117,2013,1,2,1
2447,North Dakota,Minnesota Duluth,False,20121117,2013,4,3,1
2448,Minnesota,Wisconsin,False,20121117,2013,3,1,0
2449,Denver,Colorado College,False,20121117,2013,6,2,0
2450,Alaska,Western Michigan,False,20121117,2013,2,3,0
2451,Boston University,New Hampshire,False,20121118,2013,1,3,0
2452,Holy Cross,Rochester,False,20121118,2013,3,3,1
2453,UMass,UMass Lowell,False,20121118,2013,2,8,0
2454,Vermont,Northeastern,False,20121118,2013,3,2,0
2455,UMass,Vermont,False,20121120,2013,3,1,0
2456,Providence,Quinnipiac,False,20121120,2013,0,2,0
2457,Michigan,Bowling Green,False,20121121,2013,3,1,0
2458,UConn,Air Force,False,20121123,2013,2,1,0
2459,Sacred Heart,Princeton,False,20121123,2013,3,4,0
2460,Merrimack,Colgate,False,20121123,2013,1,1,1
2461,Northeastern,St. Lawrence,False,20121123,2013,2,5,0
2462,Rochester,Clarkson,False,20121123,2013,3,3,1
2463,Vermont,Minnesota,False,20121123,2013,1,5,0
2464,Bentley,Mercyhurst,False,20121123,2013,3,4,1
2465,Northern Michigan,Alaska,False,20121123,2013,4,3,1
2466,Notre Dame,North Dakota,False,20121123,2013,1,2,0
2467,Lake Superior State,Ohio State,False,20121123,2013,1,4,0
2468,Wisconsin,Minnesota State,False,20121123,2013,2,4,0
2469,Bemidji State,Alaska Anchorage,False,20121123,2013,2,2,1
2470,Minnesota Duluth,St. Cloud State,False,20121123,2013,2,1,0
2471,Omaha,Alabama-Huntsville,False,20121123,2013,3,2,0
2472,Colorado College,New Hampshire,False,20121123,2013,4,4,1
2473,Denver,Yale,False,20121123,2013,1,2,1
2474,UConn,Air Force,False,20121124,2013,3,2,1
2475,Boston College,Dartmouth,False,20121124,2013,6,3,0
2476,Brown,Providence,False,20121124,2013,0,7,0
2477,UMass Lowell,Princeton,False,20121124,2013,3,1,0
2478,Bentley,Mercyhurst,False,20121124,2013,5,1,0
2479,Canisius,American International,False,20121124,2013,1,1,1
2480,Notre Dame,North Dakota,False,20121124,2013,5,2,0
2481,Boston University,St. Lawrence,False,20121124,2013,4,0,0
2482,UMass,Quinnipiac,False,20121124,2013,2,2,1
2483,Union,Penn State,False,20121124,2013,2,0,0
2484,Vermont,Minnesota,False,20121124,2013,1,3,0
2485,Lake Superior State,Ohio State,False,20121124,2013,3,2,0
2486,Northern Michigan,Alaska,False,20121124,2013,2,2,1
2487,Cornell,Michigan,False,20121124,2013,5,1,0
2488,Wisconsin,Minnesota State,False,20121124,2013,2,4,0
2489,Bemidji State,Alaska Anchorage,False,20121124,2013,5,4,0
2490,Minnesota Duluth,St. Cloud State,False,20121124,2013,1,5,0
2491,Omaha,Alabama-Huntsville,False,20121124,2013,8,0,0
2492,Colorado College,Yale,False,20121124,2013,5,6,1
2493,Denver,New Hampshire,False,20121124,2013,4,6,0
2494,Brown,Holy Cross,False,20121125,2013,3,2,0
2495,Union,Penn State,False,20121125,2013,4,1,0
2496,Canisius,American International,False,20121125,2013,4,1,0
2497,Bentley,Army,False,20121129,2013,2,3,0
2498,Holy Cross,Robert Morris,False,20121130,2013,3,4,0
2499,UMass,Northeastern,False,20121130,2013,0,1,0
2500,Cornell,Clarkson,False,20121130,2013,3,1,0
2501,Niagara,Sacred Heart,False,20121130,2013,5,3,0
2502,Colgate,St. Lawrence,False,20121130,2013,2,4,0
2503,Rensselaer,Princeton,False,20121130,2013,2,2,1
2504,Union,Quinnipiac,False,20121130,2013,0,4,0
2505,UConn,Canisius,False,20121130,2013,0,3,0
2506,Ferris State,Michigan,False,20121130,2013,5,0,0
2507,Western Michigan,Northern Michigan,False,20121130,2013,4,2,0
2508,Michigan Tech,Minnesota Duluth,False,20121130,2013,3,7,0
2509,Boston University,Boston College,False,20121130,2013,4,2,0
2510,New Hampshire,UMass Lowell,False,20121130,2013,5,2,0
2511,Merrimack,Providence,False,20121130,2013,2,3,1
2512,Notre Dame,Lake Superior State,False,20121130,2013,3,2,0
2513,Minnesota,Omaha,False,20121130,2013,2,3,0
2514,Maine,Vermont,False,20121130,2013,1,2,0
2515,Michigan State,Ohio State,False,20121130,2013,0,1,0
2516,Minnesota State,Bemidji State,False,20121130,2013,3,0,0
2517,Air Force,Mercyhurst,False,20121130,2013,4,5,0
2518,Colorado College,North Dakota,False,20121130,2013,5,3,0
2519,Denver,Wisconsin,False,20121130,2013,1,1,1
2520,Alaska,Miami (OH),False,20121130,2013,2,5,0
2521,Alaska Anchorage,St. Cloud State,False,20121130,2013,3,4,1
2522,Holy Cross,Robert Morris,False,20121201,2013,1,1,1
2523,Colgate,Clarkson,False,20121201,2013,5,4,1
2524,Union,Princeton,False,20121201,2013,4,4,1
2525,Michigan State,Ohio State,False,20121201,2013,1,3,0
