,Schl,Opp,PTS,OPP,Year,Date,neutral
0,Alaska-Fairbanks,Simpson (CA),110,84,2007,11/01/2007,389
1,Alaska-Fairbanks,Simpson (CA),110,84,2007,11/01/2007,389
2,Alaska-Fairbanks,Simpson (CA),110,84,2007,11/01/2007,389
3,Kentucky Wesleyan,Cal State San Bernardino,57,66,2007,11/02/2007,"@Anaheim,CA"
4,Kentucky Wesleyan,Cal State San Bernardino,57,66,2007,11/02/2007,"@Anaheim,CA"
5,Kentucky Wesleyan,Cal State San Bernardino,57,66,2007,11/02/2007,"@Anaheim,CA"
6,Metro State Denver,Montana State-Billings,72,55,2007,11/02/2007,"@Anaheim,CA"
7,Metro State Denver,Montana State-Billings,72,55,2007,11/02/2007,"@Anaheim,CA"
8,Alaska-Fairbanks,Simpson (CA),93,81,2007,11/03/2007,289
9,Alaska-Fairbanks,Simpson (CA),93,81,2007,11/03/2007,289
10,Alaska-Fairbanks,Simpson (CA),93,81,2007,11/03/2007,289
11,Montana State-Billings,Cal State San Bernardino,52,84,2007,11/03/2007,"@Anaheim,CA"
12,Montana State-Billings,Cal State San Bernardino,52,84,2007,11/03/2007,"@Anaheim,CA"
13,Metro State Denver,Kentucky Wesleyan,60,63,2007,11/03/2007,"@Anaheim,CA"
14,Metro State Denver,Kentucky Wesleyan,60,63,2007,11/03/2007,"@Anaheim,CA"
15,Metro State Denver,Cal State San Bernardino,55,65,2007,11/04/2007,"@Anaheim,CA"
16,Metro State Denver,Cal State San Bernardino,55,65,2007,11/04/2007,"@Anaheim,CA"
17,Metro State Denver,Cal State San Bernardino,55,65,2007,11/04/2007,"@Anaheim,CA"
18,Kentucky Wesleyan,Montana State-Billings,87,67,2007,11/04/2007,"@Anaheim,CA"
19,Kentucky Wesleyan,Montana State-Billings,87,67,2007,11/04/2007,"@Anaheim,CA"
20,Ohio Valley,Buffalo,82,89,2007,11/07/2007,"@Storrs,CT"
21,Ohio Valley,Buffalo,82,89,2007,11/07/2007,"@Storrs,CT"
22,Ohio Valley,Buffalo,82,89,2007,11/07/2007,"@Storrs,CT"
23,Ohio Valley,Morgan State,66,77,2007,11/08/2007,"@Storrs,CT"
24,Ohio Valley,Morgan State,66,77,2007,11/08/2007,"@Storrs,CT"
25,Ohio Valley,Morgan State,66,77,2007,11/08/2007,"@Storrs,CT"
26,East Central,Denver,75,76,2007,11/08/2007,"@Norman,OK"
27,East Central,Denver,75,76,2007,11/08/2007,"@Norman,OK"
28,Coastal Carolina,North Greenville,95,75,2007,11/09/2007,"1,049"
29,Coastal Carolina,North Greenville,95,75,2007,11/09/2007,"1,049"
30,Coastal Carolina,North Greenville,95,75,2007,11/09/2007,"1,049"
31,Indiana State,Oakland City,78,45,2007,11/09/2007,"3,713"
32,Indiana State,Oakland City,78,45,2007,11/09/2007,"3,713"
33,Saint Mary's (CA),Sonoma State,82,57,2007,11/09/2007,"2,253"
34,Saint Mary's (CA),Sonoma State,82,57,2007,11/09/2007,"2,253"
35,Saint Paul's,Coppin State,65,69,2007,11/09/2007,"@Dover,DE"
36,Saint Paul's,Coppin State,65,69,2007,11/09/2007,"@Dover,DE"
37,Winona State,North Alabama,88,82,2007,11/09/2007,"@LakeBuenaVista,FL"
38,Winona State,North Alabama,88,82,2007,11/09/2007,"@LakeBuenaVista,FL"
39,Jefferson (PA),Assumption,65,80,2007,11/09/2007,"@LakeBuenaVista,FL"
40,Jefferson (PA),Assumption,65,80,2007,11/09/2007,"@LakeBuenaVista,FL"
41,UC San Diego,Drake,63,81,2007,11/09/2007,"@Moraga,CA"
42,UC San Diego,Drake,63,81,2007,11/09/2007,"@Moraga,CA"
43,East Central,San Francisco,70,87,2007,11/09/2007,"@Norman,OK"
44,East Central,San Francisco,70,87,2007,11/09/2007,"@Norman,OK"
45,Grand Valley State,Columbus State,83,71,2007,11/09/2007,"@Orlando,FL"
46,Grand Valley State,Columbus State,83,71,2007,11/09/2007,"@Orlando,FL"
47,Stonehill,Barry,74,54,2007,11/09/2007,"@Orlando,FL"
48,Stonehill,Barry,74,54,2007,11/09/2007,"@Orlando,FL"
49,Oral Roberts,Southwestern Oklahoma State,84,59,2007,11/09/2007,"4,414"
50,Oral Roberts,Southwestern Oklahoma State,84,59,2007,11/09/2007,"4,414"
51,Stetson,Palm Beach Atlantic,56,54,2007,11/09/2007,"1,857"
52,Stetson,Palm Beach Atlantic,56,54,2007,11/09/2007,"1,857"
53,Miami (FL),Florida Southern,104,61,2007,11/09/2007,"2,367"
54,Miami (FL),Florida Southern,104,61,2007,11/09/2007,"2,367"
55,Milwaukee,Upper Iowa,78,53,2007,11/09/2007,"3,024"
56,Milwaukee,Upper Iowa,78,53,2007,11/09/2007,"3,024"
57,Santa Clara,Cal State Monterey Bay,66,49,2007,11/09/2007,"1,722"
58,Santa Clara,Cal State Monterey Bay,66,49,2007,11/09/2007,"1,722"
59,Campbell,Coker,76,47,2007,11/10/2007,801
60,Campbell,Coker,76,47,2007,11/10/2007,801
61,Campbell,Coker,76,47,2007,11/10/2007,801
62,Stonehill,Grand Valley State,72,76,2007,11/10/2007,"@Orlando,FL"
63,Stonehill,Grand Valley State,72,76,2007,11/10/2007,"@Orlando,FL"
64,South Alabama,West Florida,73,41,2007,11/10/2007,"4,976"
65,South Alabama,West Florida,73,41,2007,11/10/2007,"4,976"
66,East Carolina,Limestone,78,60,2007,11/10/2007,"3,645"
67,East Carolina,Limestone,78,60,2007,11/10/2007,"3,645"
68,Texas-Rio Grande Valley,Texas-Permian Basin,77,65,2007,11/10/2007,"1,353"
69,Texas-Rio Grande Valley,Texas-Permian Basin,77,65,2007,11/10/2007,"1,353"
70,TCU,Angelo State,89,70,2007,11/10/2007,"3,043"
71,TCU,Angelo State,89,70,2007,11/10/2007,"3,043"
72,Wyoming,Colorado-Colorado Springs,87,63,2007,11/10/2007,"5,363"
73,Wyoming,Colorado-Colorado Springs,87,63,2007,11/10/2007,"5,363"
74,Delaware State,Saint Paul's,70,69,2007,11/10/2007,368
75,Delaware State,Saint Paul's,70,69,2007,11/10/2007,368
76,Loyola (IL),Le Moyne,73,57,2007,11/10/2007,600
77,Loyola (IL),Le Moyne,73,57,2007,11/10/2007,600
78,Western Kentucky,West Virginia Wesleyan,78,45,2007,11/10/2007,"5,700"
79,Western Kentucky,West Virginia Wesleyan,78,45,2007,11/10/2007,"5,700"
80,Charleston Southern,Anderson (SC),85,74,2007,11/10/2007,823
81,Charleston Southern,Anderson (SC),85,74,2007,11/10/2007,823
82,Sam Houston State,Dallas Baptist,86,69,2007,11/10/2007,"1,086"
83,Sam Houston State,Dallas Baptist,86,69,2007,11/10/2007,"1,086"
84,Winthrop,Queens (NC),68,61,2007,11/10/2007,"3,311"
85,Winthrop,Queens (NC),68,61,2007,11/10/2007,"3,311"
86,Winona State,Jefferson (PA),66,62,2007,11/10/2007,"@LakeBuenaVista,FL"
87,Winona State,Jefferson (PA),66,62,2007,11/10/2007,"@LakeBuenaVista,FL"
88,North Alabama,Assumption,78,85,2007,11/10/2007,"@LakeBuenaVista,FL"
89,North Alabama,Assumption,78,85,2007,11/10/2007,"@LakeBuenaVista,FL"
90,Columbus State,Barry,89,64,2007,11/10/2007,"@Orlando,FL"
91,Columbus State,Barry,89,64,2007,11/10/2007,"@Orlando,FL"
92,North Texas,Cameron,106,53,2007,11/10/2007,"3,136"
93,North Texas,Cameron,106,53,2007,11/10/2007,"3,136"
94,Northern Arizona,Adams State,78,65,2007,11/11/2007,827
95,Northern Arizona,Adams State,78,65,2007,11/11/2007,827
96,Northern Arizona,Adams State,78,65,2007,11/11/2007,827
97,Kansas State,Pittsburg State,76,66,2007,11/11/2007,"12,390"
98,Kansas State,Pittsburg State,76,66,2007,11/11/2007,"12,390"
99,Cal State Fullerton,Cal State Los Angeles,87,67,2007,11/11/2007,914
100,Cal State Fullerton,Cal State Los Angeles,87,67,2007,11/11/2007,914
101,Illinois State,Missouri-St. Louis,70,37,2007,11/11/2007,"4,185"
102,Illinois State,Missouri-St. Louis,70,37,2007,11/11/2007,"4,185"
103,Grand Valley State,Barry,53,46,2007,11/11/2007,"@Orlando,FL"
104,Grand Valley State,Barry,53,46,2007,11/11/2007,"@Orlando,FL"
105,Jefferson (PA),North Alabama,62,90,2007,11/11/2007,"@LakeBuenaVista,FL"
106,Jefferson (PA),North Alabama,62,90,2007,11/11/2007,"@LakeBuenaVista,FL"
107,Winona State,Assumption,93,74,2007,11/11/2007,"@LakeBuenaVista,FL"
108,Winona State,Assumption,93,74,2007,11/11/2007,"@LakeBuenaVista,FL"
109,Stonehill,Columbus State,113,114,2007,11/11/2007,"@Orlando,FL"
110,Stonehill,Columbus State,113,114,2007,11/11/2007,"@Orlando,FL"
111,UNC Asheville,Lees-McRae,74,48,2007,11/11/2007,794
112,UNC Asheville,Lees-McRae,74,48,2007,11/11/2007,794
113,South Dakota State,Mary,61,54,2007,11/12/2007,"1,367"
114,South Dakota State,Mary,61,54,2007,11/12/2007,"1,367"
115,South Dakota State,Mary,61,54,2007,11/12/2007,"1,367"
116,Florida International,Florida Tech,80,66,2007,11/12/2007,715
117,Florida International,Florida Tech,80,66,2007,11/12/2007,715
118,Cal State San Bernardino,Weber State,71,59,2007,11/12/2007,"@LosAngeles,CA"
119,Cal State San Bernardino,Weber State,71,59,2007,11/12/2007,"@LosAngeles,CA"
120,Central Missouri,Fordham,66,76,2007,11/12/2007,"@Columbia,MO"
121,Central Missouri,Fordham,66,76,2007,11/12/2007,"@Columbia,MO"
122,San Diego,Cal State Monterey Bay,87,76,2007,11/12/2007,"1,294"
123,San Diego,Cal State Monterey Bay,87,76,2007,11/12/2007,"1,294"
124,Kansas City,Washburn,79,75,2007,11/13/2007,"1,277"
125,Kansas City,Washburn,79,75,2007,11/13/2007,"1,277"
126,Kansas City,Washburn,79,75,2007,11/13/2007,"1,277"
127,Gardner-Webb,North Greenville,99,74,2007,11/13/2007,"3,100"
128,Gardner-Webb,North Greenville,99,74,2007,11/13/2007,"3,100"
129,Western Kentucky,Kentucky Wesleyan,88,67,2007,11/13/2007,"4,848"
130,Western Kentucky,Kentucky Wesleyan,88,67,2007,11/13/2007,"4,848"
131,Texas-Rio Grande Valley,Texas A&M-International,101,77,2007,11/13/2007,652
132,Texas-Rio Grande Valley,Texas A&M-International,101,77,2007,11/13/2007,652
133,Nevada-Las Vegas,Utah Tech,97,66,2007,11/13/2007,"8,034"
134,Nevada-Las Vegas,Utah Tech,97,66,2007,11/13/2007,"8,034"
135,UCLA,Cal State San Bernardino,76,41,2007,11/13/2007,"7,293"
136,UCLA,Cal State San Bernardino,76,41,2007,11/13/2007,"7,293"
137,Northern Michigan,ULM,53,60,2007,11/13/2007,"@EastLansing,MI"
138,Northern Michigan,ULM,53,60,2007,11/13/2007,"@EastLansing,MI"
139,Wofford,Lees-McRae,80,38,2007,11/13/2007,388
140,Wofford,Lees-McRae,80,38,2007,11/13/2007,388
141,Elon,Erskine,77,58,2007,11/13/2007,408
142,Elon,Erskine,77,58,2007,11/13/2007,408
143,Liberty,Coker,64,49,2007,11/13/2007,"1,427"
144,Liberty,Coker,64,49,2007,11/13/2007,"1,427"
145,Texas State,Dallas Baptist,99,84,2007,11/13/2007,912
146,Texas State,Dallas Baptist,99,84,2007,11/13/2007,912
147,Central Missouri,Central Michigan,75,70,2007,11/13/2007,"@Columbia,MO"
148,Central Missouri,Central Michigan,75,70,2007,11/13/2007,"@Columbia,MO"
149,Savannah State,South Carolina-Aiken,71,65,2007,11/13/2007,977
150,Savannah State,South Carolina-Aiken,71,65,2007,11/13/2007,977
151,Tennessee,Arkansas-Monticello,101,44,2007,11/14/2007,"17,946"
152,Tennessee,Arkansas-Monticello,101,44,2007,11/14/2007,"17,946"
153,Tennessee,Arkansas-Monticello,101,44,2007,11/14/2007,"17,946"
154,Louisiana,North Alabama,79,67,2007,11/14/2007,"3,975"
155,Louisiana,North Alabama,79,67,2007,11/14/2007,"3,975"
156,Northern Michigan,Chicago State,50,89,2007,11/14/2007,"@EastLansing,MI"
157,Northern Michigan,Chicago State,50,89,2007,11/14/2007,"@EastLansing,MI"
158,North Carolina A&T,Anderson (SC),86,50,2007,11/14/2007,"3,226"
159,North Carolina A&T,Anderson (SC),86,50,2007,11/14/2007,"3,226"
160,Air Force,Western Colorado,73,49,2007,11/14/2007,"2,401"
161,Air Force,Western Colorado,73,49,2007,11/14/2007,"2,401"
162,Belmont Abbey,Concord,82,84,2007,11/15/2007,300
163,Belmont Abbey,Concord,82,84,2007,11/15/2007,300
164,Belmont Abbey,Concord,82,84,2007,11/15/2007,300
165,Chowan,Queens (NC),73,74,2007,11/15/2007,326
166,Chowan,Queens (NC),73,74,2007,11/15/2007,326
167,North Georgia,West Georgia,68,72,2007,11/15/2007,850
168,North Georgia,West Georgia,68,72,2007,11/15/2007,850
169,Arkansas Tech,Rhema,98,55,2007,11/15/2007,391
170,Arkansas Tech,Rhema,98,55,2007,11/15/2007,391
171,Southern Arkansas,Philander Smith,65,57,2007,11/15/2007,588
172,Southern Arkansas,Philander Smith,65,57,2007,11/15/2007,588
173,Valdosta State,Carver,93,80,2007,11/15/2007,"1,049"
174,Valdosta State,Carver,93,80,2007,11/15/2007,"1,049"
175,West Florida,Concordia (AL),91,69,2007,11/15/2007,953
176,West Florida,Concordia (AL),91,69,2007,11/15/2007,953
177,Ohio Valley,Salem West Virginia,91,57,2007,11/15/2007,350
178,Ohio Valley,Salem West Virginia,91,57,2007,11/15/2007,350
179,Morehouse,Fisk,95,59,2007,11/15/2007,"2,912"
180,Morehouse,Fisk,95,59,2007,11/15/2007,"2,912"
181,Florida Tech,PR Rio Piedras,89,77,2007,11/15/2007,282
182,Florida Tech,PR Rio Piedras,89,77,2007,11/15/2007,282
183,Lynn,St. Thomas (FL),83,79,2007,11/15/2007,574
184,Lynn,St. Thomas (FL),83,79,2007,11/15/2007,574
185,Rollins,Southeastern (FL),75,72,2007,11/15/2007,881
186,Rollins,Southeastern (FL),75,72,2007,11/15/2007,881
187,Northeastern State,St. Gregory's,40,46,2007,11/15/2007,800
188,Northeastern State,St. Gregory's,40,46,2007,11/15/2007,800
189,Livingstone,Minnesota Morris,104,81,2007,11/15/2007,487
190,Livingstone,Minnesota Morris,104,81,2007,11/15/2007,487
191,Bellarmine,Hillsdale,80,71,2007,11/15/2007,813
192,Bellarmine,Hillsdale,80,71,2007,11/15/2007,813
193,Drury,St. Mary (KS),70,41,2007,11/15/2007,"1,145"
194,Drury,St. Mary (KS),70,41,2007,11/15/2007,"1,145"
195,Indianapolis,Brescia,74,65,2007,11/15/2007,311
196,Indianapolis,Brescia,74,65,2007,11/15/2007,311
197,Alaska-Fairbanks,Tennessee State,64,78,2007,11/15/2007,"2,791"
198,Alaska-Fairbanks,Tennessee State,64,78,2007,11/15/2007,"2,791"
199,Southern Illinois-Edwardsville,Harris-Stowe,90,61,2007,11/15/2007,"1,428"
200,Southern Illinois-Edwardsville,Harris-Stowe,90,61,2007,11/15/2007,"1,428"
201,Mansfield,Le Moyne,78,76,2007,11/15/2007,579
202,Mansfield,Le Moyne,78,76,2007,11/15/2007,579
203,Chaminade,Golden State Baptist,102,56,2007,11/15/2007,78
204,Chaminade,Golden State Baptist,102,56,2007,11/15/2007,78
205,Hawaii Pacific,Golden State Baptist,74,44,2007,11/15/2007,950
206,Hawaii Pacific,Golden State Baptist,74,44,2007,11/15/2007,950
207,Kansas,Washburn,92,60,2007,11/15/2007,"16,300"
208,Kansas,Washburn,92,60,2007,11/15/2007,"16,300"
209,Ashland,Tiffin,111,59,2007,11/15/2007,"1,089"
210,Ashland,Tiffin,111,59,2007,11/15/2007,"1,089"
211,Mercyhurst,Roberts Wesleyan,81,67,2007,11/15/2007,313
212,Mercyhurst,Roberts Wesleyan,81,67,2007,11/15/2007,313
213,Saginaw Valley,Davenport,84,74,2007,11/15/2007,522
214,Saginaw Valley,Davenport,84,74,2007,11/15/2007,522
215,Wayne State (MI),Marygrove,110,67,2007,11/15/2007,466
216,Wayne State (MI),Marygrove,110,67,2007,11/15/2007,466
217,Merrimack,Post,87,77,2007,11/15/2007,189
218,Merrimack,Post,87,77,2007,11/15/2007,189
219,Southern New Hampshire,New Haven,74,57,2007,11/15/2007,835
220,Southern New Hampshire,New Haven,74,57,2007,11/15/2007,835
221,UC Santa Barbara,Cal Poly Pomona,75,56,2007,11/15/2007,"1,346"
222,UC Santa Barbara,Cal Poly Pomona,75,56,2007,11/15/2007,"1,346"
223,New Mexico Highlands,Oklahoma Panhandle State,64,89,2007,11/15/2007,113
224,New Mexico Highlands,Oklahoma Panhandle State,64,89,2007,11/15/2007,113
225,Nebraska-Kearney,Doane,89,66,2007,11/15/2007,"1,490"
226,Nebraska-Kearney,Doane,89,66,2007,11/15/2007,"1,490"
227,Newberry,Lander,67,59,2007,11/15/2007,478
228,Newberry,Lander,67,59,2007,11/15/2007,478
229,Northern State SD,Mt. Marty,68,56,2007,11/15/2007,"3,732"
230,Northern State SD,Mt. Marty,68,56,2007,11/15/2007,"3,732"
231,Emporia State,Eastern New Mexico,89,73,2007,11/15/2007,"1,333"
232,Emporia State,Eastern New Mexico,89,73,2007,11/15/2007,"1,333"
233,Southwestern Oklahoma State,Oklahoma City,75,67,2007,11/15/2007,600
234,Southwestern Oklahoma State,Oklahoma City,75,67,2007,11/15/2007,600
235,Wayne State (NE),York (NE),71,70,2007,11/15/2007,545
236,Wayne State (NE),York (NE),71,70,2007,11/15/2007,545
237,Winona State,Bethany Lutheran,119,57,2007,11/15/2007,"1,708"
238,Winona State,Bethany Lutheran,119,57,2007,11/15/2007,"1,708"
239,Coastal Georgia,Oakland City,57,80,2007,11/15/2007,103
240,Coastal Georgia,Oakland City,57,80,2007,11/15/2007,103
241,North Greenville,Limestone,73,94,2007,11/15/2007,637
242,North Greenville,Limestone,73,94,2007,11/15/2007,637
243,Lees-McRae,North Carolina-Pembroke,61,67,2007,11/15/2007,614
244,Lees-McRae,North Carolina-Pembroke,61,67,2007,11/15/2007,614
245,North Florida,Concordia (NY),57,41,2007,11/16/2007,"1,208"
246,North Florida,Concordia (NY),57,41,2007,11/16/2007,"1,208"
247,North Florida,Concordia (NY),57,41,2007,11/16/2007,"1,208"
248,Mount Olive,Wingate,97,86,2007,11/16/2007,"1,145"
249,Mount Olive,Wingate,97,86,2007,11/16/2007,"1,145"
250,New York Tech,Bloomfield,68,77,2007,11/16/2007,115
251,New York Tech,Bloomfield,68,77,2007,11/16/2007,115
252,Columbus State,Shaw,83,84,2007,11/16/2007,346
253,Columbus State,Shaw,83,84,2007,11/16/2007,346
254,Francis Marion,St. Andrews,70,68,2007,11/16/2007,895
255,Francis Marion,St. Andrews,70,68,2007,11/16/2007,895
256,Montevallo,Augusta,72,79,2007,11/16/2007,"1,035"
257,Montevallo,Augusta,72,79,2007,11/16/2007,"1,035"
258,North Alabama,Nova Southeastern,78,68,2007,11/16/2007,470
259,North Alabama,Nova Southeastern,78,68,2007,11/16/2007,470
260,St. Edward's,Midwestern State,79,76,2007,11/16/2007,462
261,St. Edward's,Midwestern State,79,76,2007,11/16/2007,462
262,St. Mary's (TX),Schreiner,95,46,2007,11/16/2007,874
263,St. Mary's (TX),Schreiner,95,46,2007,11/16/2007,874
264,Fairmont State,Ohio State-Newark,115,56,2007,11/16/2007,700
265,Fairmont State,Ohio State-Newark,115,56,2007,11/16/2007,700
266,Georgia Southwestern,Carver,106,84,2007,11/16/2007,645
267,Georgia Southwestern,Carver,106,84,2007,11/16/2007,645
268,Shepherd,Barton,58,81,2007,11/16/2007,467
269,Shepherd,Barton,58,81,2007,11/16/2007,467
270,Wilmington (DE),Penn State-Abington,71,48,2007,11/16/2007,100
271,Wilmington (DE),Penn State-Abington,71,48,2007,11/16/2007,100
272,Rollins,PR Bayamon,101,73,2007,11/16/2007,540
273,Rollins,PR Bayamon,101,73,2007,11/16/2007,540
274,Texas-Permian Basin,Howard Payne,108,54,2007,11/16/2007,230
275,Texas-Permian Basin,Howard Payne,108,54,2007,11/16/2007,230
276,Augustana (SD),Minnesota-Crookston,115,69,2007,11/16/2007,"2,142"
277,Augustana (SD),Minnesota-Crookston,115,69,2007,11/16/2007,"2,142"
278,Northwest Missouri State,Baker,76,44,2007,11/16/2007,"1,185"
279,Northwest Missouri State,Baker,76,44,2007,11/16/2007,"1,185"
280,West Virginia,Arkansas-Monticello,81,53,2007,11/16/2007,"8,371"
281,West Virginia,Arkansas-Monticello,81,53,2007,11/16/2007,"8,371"
282,Pittsburg State,Robert Morris-S'fiel,97,52,2007,11/16/2007,"1,023"
283,Pittsburg State,Robert Morris-S'fiel,97,52,2007,11/16/2007,"1,023"
284,Bowie State,Cheyney,75,53,2007,11/16/2007,944
285,Bowie State,Cheyney,75,53,2007,11/16/2007,944
286,District of Columbia,Chestnut Hill,90,43,2007,11/16/2007,125
287,District of Columbia,Chestnut Hill,90,43,2007,11/16/2007,125
288,Alaska-Anchorage,Brevard,80,53,2007,11/16/2007,"1,202"
289,Alaska-Anchorage,Brevard,80,53,2007,11/16/2007,"1,202"
290,Northern Kentucky,Cincinnati-Clermont,82,68,2007,11/16/2007,"1,055"
291,Northern Kentucky,Cincinnati-Clermont,82,68,2007,11/16/2007,"1,055"
292,Wisconsin-Parkside,Michigan Tech,78,71,2007,11/16/2007,"1,822"
293,Wisconsin-Parkside,Michigan Tech,78,71,2007,11/16/2007,"1,822"
294,Youngstown State,Lock Haven,95,55,2007,11/16/2007,"1,480"
295,Youngstown State,Lock Haven,95,55,2007,11/16/2007,"1,480"
296,Seattle,Cal Poly Humboldt,92,80,2007,11/16/2007,802
297,Seattle,Cal Poly Humboldt,92,80,2007,11/16/2007,802
298,Seattle Pacific,Cal State Monterey Bay,81,68,2007,11/16/2007,732
299,Seattle Pacific,Cal State Monterey Bay,81,68,2007,11/16/2007,732
300,Saint Michael's,Mercy,82,70,2007,11/16/2007,275
301,Saint Michael's,Mercy,82,70,2007,11/16/2007,275
302,Colorado School of Mines,Morningside,83,87,2007,11/16/2007,322
303,Colorado School of Mines,Morningside,83,87,2007,11/16/2007,322
304,Metro State Denver,Utah Tech,93,71,2007,11/16/2007,213
305,Metro State Denver,Utah Tech,93,71,2007,11/16/2007,213
306,Central Washington,Notre Dame de Namur,84,85,2007,11/16/2007,613
307,Central Washington,Notre Dame de Namur,84,85,2007,11/16/2007,613
308,Rio Grande,San Francisco State,74,78,2007,11/16/2007,625
309,Rio Grande,San Francisco State,74,78,2007,11/16/2007,625
310,Catawba,Charleston (WV),99,102,2007,11/16/2007,361
311,Catawba,Charleston (WV),99,102,2007,11/16/2007,361
312,Abilene Christian,Randall,92,55,2007,11/16/2007,325
313,Abilene Christian,Randall,92,55,2007,11/16/2007,325
314,Adams State,North Dakota,81,72,2007,11/16/2007,"1,846"
315,Adams State,North Dakota,81,72,2007,11/16/2007,"1,846"
316,Colorado State-Pueblo,Newman,57,63,2007,11/16/2007,250
317,Colorado State-Pueblo,Newman,57,63,2007,11/16/2007,250
318,St. Cloud State,Bemidji State,86,61,2007,11/16/2007,"2,322"
319,St. Cloud State,Bemidji State,86,61,2007,11/16/2007,"2,322"
320,Concordia-St. Paul,Peru State,69,67,2007,11/16/2007,378
321,Concordia-St. Paul,Peru State,69,67,2007,11/16/2007,378
322,Southwest Minnesota State,Sioux Falls,66,62,2007,11/16/2007,"1,621"
323,Southwest Minnesota State,Sioux Falls,66,62,2007,11/16/2007,"1,621"
324,Missouri Western,Upper Iowa,76,69,2007,11/16/2007,"1,433"
325,Missouri Western,Upper Iowa,76,69,2007,11/16/2007,"1,433"
326,Tarleton State,Palm Beach Atlantic,70,62,2007,11/16/2007,"1,839"
327,Tarleton State,Palm Beach Atlantic,70,62,2007,11/16/2007,"1,839"
328,Wayne State (NE),Chadron State,79,77,2007,11/16/2007,376
329,Wayne State (NE),Chadron State,79,77,2007,11/16/2007,376
330,Missouri State,Harding,86,67,2007,11/16/2007,"5,880"
331,Missouri State,Harding,86,67,2007,11/16/2007,"5,880"
332,Minnesota State,Truman State,66,59,2007,11/16/2007,"3,060"
333,Minnesota State,Truman State,66,59,2007,11/16/2007,"3,060"
334,Dominican (NY),Molloy,77,60,2007,11/16/2007,217
335,Dominican (NY),Molloy,77,60,2007,11/16/2007,217
336,Colorado-Colorado Springs,West Texas A&M,78,80,2007,11/16/2007,"@Alamosa,CO"
337,Colorado-Colorado Springs,West Texas A&M,78,80,2007,11/16/2007,"@Alamosa,CO"
338,Texas A&M-International,Fort Lewis,85,88,2007,11/16/2007,"@Austin,TX"
339,Texas A&M-International,Fort Lewis,85,88,2007,11/16/2007,"@Austin,TX"
340,Holy Family,East Stroudsburg State,89,82,2007,11/16/2007,"@Bowie,MD"
341,Holy Family,East Stroudsburg State,89,82,2007,11/16/2007,"@Bowie,MD"
342,Dowling,Franklin Pierce,59,72,2007,11/16/2007,"@Colchester,VT"
343,Dowling,Franklin Pierce,59,72,2007,11/16/2007,"@Colchester,VT"
344,Langston,Colorado Christian,64,81,2007,11/16/2007,"@Denver,CO"
345,Langston,Colorado Christian,64,81,2007,11/16/2007,"@Denver,CO"
346,Mid-America Christian,Southeastern Oklahoma State,84,69,2007,11/16/2007,"@Edmond,OK"
347,Mid-America Christian,Southeastern Oklahoma State,84,69,2007,11/16/2007,"@Edmond,OK"
348,Northwest Nazarene,Chicago State,91,77,2007,11/16/2007,"@Ellensburg,WA"
349,Northwest Nazarene,Chicago State,91,77,2007,11/16/2007,"@Ellensburg,WA"
350,West Virginia Wesleyan,Glenville State,86,81,2007,11/16/2007,"@Fairmont,WV"
351,West Virginia Wesleyan,Glenville State,86,81,2007,11/16/2007,"@Fairmont,WV"
352,Coker,Armstrong State,73,75,2007,11/16/2007,"@Florence,SC"
353,Coker,Armstrong State,73,75,2007,11/16/2007,"@Florence,SC"
354,Colorado Mesa,Eckerd,80,55,2007,11/16/2007,"@Golden,CO"
355,Colorado Mesa,Eckerd,80,55,2007,11/16/2007,"@Golden,CO"
356,Findlay,Christian Brothers,79,63,2007,11/16/2007,"@HighlandHeights,KY"
357,Findlay,Christian Brothers,79,63,2007,11/16/2007,"@HighlandHeights,KY"
358,West Liberty,Clarion,83,77,2007,11/16/2007,"@Johnstown,PA"
359,West Liberty,Clarion,83,77,2007,11/16/2007,"@Johnstown,PA"
360,Pace,Minnesota-Duluth,81,90,2007,11/16/2007,"@Mankato,MN"
361,Pace,Minnesota-Duluth,81,90,2007,11/16/2007,"@Mankato,MN"
362,Henderson State,Florida Southern,53,83,2007,11/16/2007,"@Montevallo,AL"
363,Henderson State,Florida Southern,53,83,2007,11/16/2007,"@Montevallo,AL"
364,King (TN),West Virginia State,71,70,2007,11/16/2007,"@MountOlive,NC"
365,King (TN),West Virginia State,71,70,2007,11/16/2007,"@MountOlive,NC"
366,Goldey-Beacom,Bloomsburg,77,72,2007,11/16/2007,"@NewCastle,DE"
367,Goldey-Beacom,Bloomsburg,77,72,2007,11/16/2007,"@NewCastle,DE"
368,Stonehill,Queens (NY),93,79,2007,11/16/2007,"@OldWestbury,NY"
369,Stonehill,Queens (NY),93,79,2007,11/16/2007,"@OldWestbury,NY"
370,Alliance,Adelphi,63,68,2007,11/16/2007,"@Orangeburg,NY"
371,Alliance,Adelphi,63,68,2007,11/16/2007,"@Orangeburg,NY"
372,Missouri Southern State,Cameron,82,81,2007,11/16/2007,"@Pittsburg,KS"
373,Missouri Southern State,Cameron,82,81,2007,11/16/2007,"@Pittsburg,KS"
374,Johnson & Wales (CO),Western Colorado,68,71,2007,11/16/2007,"@Pueblo,CO"
375,Johnson & Wales (CO),Western Colorado,68,71,2007,11/16/2007,"@Pueblo,CO"
376,Lenoir-Rhyne,Virginia State,96,76,2007,11/16/2007,"@Salisbury,NC"
