,ht,at,n,Date,Year,PTS,OPP,OT
7518,Clarkson,Princeton,False,20140308,2014,4,0,0
7519,Minnesota Duluth,Omaha,False,20140308,2014,1,4,0
7520,North Dakota,Western Michigan,False,20140308,2014,1,2,0
7521,Alabama-Huntsville,Northern Michigan,False,20140308,2014,2,5,0
7522,Minnesota State,Michigan Tech,False,20140308,2014,1,1,1
7523,Colorado College,St. Cloud State,False,20140308,2014,1,4,0
7524,Denver,Miami (OH),False,20140308,2014,1,2,0
7525,Alaska,Alaska Anchorage,False,20140308,2014,1,3,0
7526,Holy Cross,Rochester,False,20140309,2014,3,2,1
7527,Clarkson,Princeton,False,20140309,2014,3,2,0
7528,Rensselaer,Dartmouth,False,20140309,2014,4,5,0
7529,Robert Morris,Army,False,20140309,2014,3,1,0
7530,Omaha,Denver,False,20140313,2014,4,3,0
7531,Alaska,Alaska Anchorage,False,20140313,2014,3,2,1
7532,Michigan,Minnesota,False,20140314,2014,2,3,1
7533,Boston College,Notre Dame,False,20140314,2014,2,7,0
7534,Michigan State,Wisconsin,False,20140314,2014,5,4,1
7535,New Hampshire,Northeastern,False,20140314,2014,1,0,0
7536,Cornell,Clarkson,False,20140314,2014,2,1,0
7537,Penn State,Ohio State,False,20140314,2014,2,4,0
7538,Colgate,St. Lawrence,False,20140314,2014,2,1,0
7539,UMass Lowell,Vermont,False,20140314,2014,3,2,0
7540,Mercyhurst,Holy Cross,False,20140314,2014,5,4,1
7541,Providence,Maine,False,20140314,2014,3,1,0
7542,Quinnipiac,Yale,False,20140314,2014,6,2,0
7543,Union,Dartmouth,False,20140314,2014,3,0,0
7544,UConn,Robert Morris,False,20140314,2014,0,3,0
7545,Bentley,Canisius,False,20140314,2014,4,3,1
7546,Bowling Green,Michigan Tech,False,20140314,2014,2,1,0
7547,Ferris State,Bemidji State,False,20140314,2014,8,0,0
7548,Minnesota Duluth,Western Michigan,False,20140314,2014,2,3,0
7549,Minnesota State,Northern Michigan,False,20140314,2014,3,2,0
7550,Omaha,Denver,False,20140314,2014,1,5,0
7551,St. Cloud State,Miami (OH),False,20140314,2014,4,5,1
7552,North Dakota,Colorado College,False,20140314,2014,4,2,0
7553,Air Force,Niagara,False,20140314,2014,2,1,0
7554,Alaska,Alaska Anchorage,False,20140314,2014,1,2,0
7555,Penn State,Ohio State,False,20140315,2014,4,2,0
7556,Boston College,Notre Dame,False,20140315,2014,4,2,0
7557,Michigan State,Wisconsin,False,20140315,2014,3,4,0
7558,Michigan,Minnesota,False,20140315,2014,6,2,0
7559,New Hampshire,Northeastern,False,20140315,2014,4,5,1
7560,Cornell,Clarkson,False,20140315,2014,1,4,0
7561,Colgate,St. Lawrence,False,20140315,2014,4,3,0
7562,UMass Lowell,Vermont,False,20140315,2014,2,3,1
7563,Mercyhurst,Holy Cross,False,20140315,2014,4,1,0
7564,Providence,Maine,False,20140315,2014,4,2,0
7565,Quinnipiac,Yale,False,20140315,2014,5,3,0
7566,Union,Dartmouth,False,20140315,2014,4,2,0
7567,UConn,Robert Morris,False,20140315,2014,2,3,0
7568,Bentley,Canisius,False,20140315,2014,4,5,0
7569,Bowling Green,Michigan Tech,False,20140315,2014,5,2,0
7570,Ferris State,Bemidji State,False,20140315,2014,3,2,0
7571,Minnesota Duluth,Western Michigan,False,20140315,2014,3,4,0
7572,Omaha,Denver,False,20140315,2014,0,2,0
7573,St. Cloud State,Miami (OH),False,20140315,2014,3,4,0
7574,Minnesota State,Northern Michigan,False,20140315,2014,5,4,1
7575,North Dakota,Colorado College,False,20140315,2014,2,3,1
7576,Air Force,Niagara,False,20140315,2014,3,4,0
7577,Alaska,Alaska Anchorage,False,20140315,2014,4,5,0
7578,Boston College,Notre Dame,False,20140316,2014,2,4,0
7579,New Hampshire,Northeastern,False,20140316,2014,5,4,0
7580,UMass Lowell,Vermont,False,20140316,2014,2,1,0
7581,Cornell,Clarkson,False,20140316,2014,1,0,1
7582,Bentley,Canisius,False,20140316,2014,2,3,0
7583,North Dakota,Colorado College,False,20140316,2014,4,3,0
7584,Air Force,Niagara,False,20140316,2014,3,4,1
7585,Michigan,Penn State,False,20140320,2014,1,2,0
7586,Ohio State,Michigan State,False,20140320,2014,2,1,1
7587,Minnesota State,Bowling Green,False,20140321,2014,4,0,0
7588,Wisconsin,Penn State,False,20140321,2014,2,1,0
7589,Union,Cornell,False,20140321,2014,5,2,0
7590,Mercyhurst,Canisius,False,20140321,2014,4,5,0
7591,UMass Lowell,Notre Dame,False,20140321,2014,4,0,0
7592,Western Michigan,Denver,False,20140321,2014,3,4,0
7593,Robert Morris,Niagara,False,20140321,2014,5,4,1
7594,Ferris State,Alaska Anchorage,False,20140321,2014,5,4,1
7595,Quinnipiac,Colgate,False,20140321,2014,2,3,0
7596,Minnesota,Ohio State,False,20140321,2014,1,3,0
7597,Providence,New Hampshire,False,20140321,2014,1,3,0
7598,North Dakota,Miami (OH),False,20140321,2014,0,3,0
7599,North Dakota,Western Michigan,False,20140322,2014,5,0,0
7600,UMass Lowell,New Hampshire,False,20140322,2014,4,0,0
7601,Robert Morris,Canisius,False,20140322,2014,7,4,0
7602,Ferris State,Minnesota State,False,20140322,2014,1,4,0
7603,Union,Colgate,False,20140322,2014,5,2,0
7604,Wisconsin,Ohio State,False,20140322,2014,5,4,1
7605,Denver,Miami (OH),False,20140322,2014,4,3,0
7606,Union,Vermont,False,20140328,2014,5,2,0
7607,Ferris State,Colgate,False,20140328,2014,1,0,0
7608,Quinnipiac,Providence,False,20140328,2014,0,4,0
7609,Wisconsin,North Dakota,False,20140328,2014,2,5,0
7610,Union,Providence,False,20140329,2014,3,1,0
7611,Boston College,Denver,False,20140329,2014,6,2,0
7612,Minnesota,Robert Morris,False,20140329,2014,7,3,0
7613,Ferris State,North Dakota,False,20140329,2014,1,2,0
7614,UMass Lowell,Minnesota State,False,20140329,2014,2,1,0
7615,Notre Dame,St. Cloud State,False,20140329,2014,3,4,1
7616,Boston College,UMass Lowell,False,20140330,2014,4,3,0
7617,Minnesota,St. Cloud State,False,20140330,2014,4,0,0
7618,Boston College,Union,False,20140410,2014,4,5,0
7619,Minnesota,North Dakota,False,20140410,2014,2,1,0
7620,Minnesota,Union,False,20140412,2014,4,7,0
7621,Colgate,Ferris State,False,20131005,2014,4,7,0
7622,Niagara,Clarkson,False,20131005,2014,1,2,0
7623,Niagara,Clarkson,False,20131006,2014,0,2,0
7624,Colgate,Ferris State,False,20131006,2014,1,0,0
7625,Michigan,Boston College,False,20131010,2014,3,1,0
7626,Rochester,Colgate,False,20131010,2014,1,4,0
7627,New Hampshire,Clarkson,False,20131011,2014,4,1,0
7628,Northeastern,Alabama-Huntsville,False,20131011,2014,9,1,0
7629,Ohio State,Miami (OH),False,20131011,2014,2,6,0
7630,Providence,Minnesota State,False,20131011,2014,5,1,0
7631,St. Lawrence,Maine,False,20131011,2014,3,1,0
7632,UMass Lowell,Sacred Heart,False,20131011,2014,1,2,0
7633,Boston University,UMass,False,20131011,2014,3,1,0
7634,Union,Bowling Green,False,20131011,2014,3,3,1
7635,Lake Superior State,Robert Morris,False,20131011,2014,3,1,0
7636,Notre Dame,Western Michigan,False,20131011,2014,4,0,0
7637,Minnesota,Mercyhurst,False,20131011,2014,6,0,0
7638,Penn State,Army,False,20131011,2014,4,1,0
7639,Wisconsin,Northern Michigan,False,20131011,2014,5,2,0
7640,Minnesota Duluth,Michigan Tech,False,20131011,2014,2,1,0
7641,North Dakota,Vermont,False,20131011,2014,5,3,0
7642,Omaha,Bentley,False,20131011,2014,4,6,0
7643,St. Cloud State,Bemidji State,False,20131011,2014,3,2,0
7644,Air Force,Alaska,False,20131011,2014,1,6,0
7645,Denver,Merrimack,False,20131011,2014,1,0,0
7646,Alaska Anchorage,Quinnipiac,False,20131011,2014,3,1,0
7647,Alaska,Quinnipiac,False,20131012,2014,1,4,0
7648,Sacred Heart,Rensselaer,False,20131012,2014,0,6,0
7649,Lake Superior State,Robert Morris,False,20131012,2014,3,1,0
7650,Mercyhurst,Clarkson,False,20131012,2014,2,5,0
7651,Boston University,Holy Cross,False,20131012,2014,3,2,0
7652,Northeastern,Alabama-Huntsville,False,20131012,2014,3,2,0
7653,Rochester,Michigan,False,20131012,2014,4,7,0
7654,Miami (OH),Ohio State,False,20131012,2014,6,3,0
7655,UMass Lowell,UMass,False,20131012,2014,5,2,0
7656,Providence,Minnesota State,False,20131012,2014,3,0,0
7657,Western Michigan,Notre Dame,False,20131012,2014,0,3,0
7658,St. Lawrence,Maine,False,20131012,2014,5,2,0
7659,Niagara,Canisius,False,20131012,2014,6,4,0
7660,Union,Bowling Green,False,20131012,2014,5,2,0
7661,North Dakota,Vermont,False,20131012,2014,2,2,1
7662,Minnesota Duluth,Michigan Tech,False,20131012,2014,1,1,1
7663,Minnesota,New Hampshire,False,20131012,2014,3,2,0
7664,Omaha,Bentley,False,20131012,2014,4,2,0
7665,St. Cloud State,Bemidji State,False,20131012,2014,2,2,1
7666,Wisconsin,Northern Michigan,False,20131012,2014,2,1,0
7667,Denver,Merrimack,False,20131012,2014,4,0,0
7668,Alaska Anchorage,Air Force,False,20131012,2014,4,2,0
7669,Boston College,Rensselaer,False,20131013,2014,7,2,0
7670,Bowling Green,Ohio State,False,20131015,2014,4,3,0
7671,Mercyhurst,Ferris State,False,20131015,2014,2,3,0
7672,Sacred Heart,Bentley,False,20131016,2014,3,1,0
7673,Boston College,Wisconsin,False,20131018,2014,9,2,0
7674,Holy Cross,Northeastern,False,20131018,2014,1,3,0
7675,UMass,Michigan State,False,20131018,2014,3,1,0
7676,Miami (OH),North Dakota,False,20131018,2014,2,4,0
7677,Clarkson,Rochester,False,20131018,2014,4,1,0
7678,Merrimack,Mercyhurst,False,20131018,2014,2,3,0
7679,Union,Lake Superior State,False,20131018,2014,5,6,1
7680,Northern Michigan,Omaha,False,20131018,2014,1,2,0
7681,Bowling Green,Colgate,False,20131018,2014,1,1,1
7682,Ferris State,St. Lawrence,False,20131018,2014,2,3,0
7683,UMass Lowell,Quinnipiac,False,20131018,2014,1,3,0
7684,Boston University,Rensselaer,False,20131018,2014,1,3,0
7685,New Hampshire,Michigan,False,20131018,2014,1,1,1
7686,Notre Dame,Michigan Tech,False,20131018,2014,3,2,0
7687,Bemidji State,Minnesota,False,20131018,2014,3,6,0
7688,Minnesota State,UConn,False,20131018,2014,2,1,0
7689,Air Force,Penn State,False,20131018,2014,5,2,0
7690,Western Michigan,Alaska Anchorage,False,20131018,2014,6,2,0
7691,Colorado College,Minnesota Duluth,False,20131018,2014,3,1,0
7692,Alaska,Denver,False,20131018,2014,3,2,1
7693,Boston University,Wisconsin,False,20131019,2014,7,3,0
7694,Northeastern,Holy Cross,False,20131019,2014,5,2,0
7695,UMass,Michigan State,False,20131019,2014,5,2,0
7696,New Hampshire,Michigan,False,20131019,2014,2,3,1
7697,Providence,American International,False,20131019,2014,10,4,0
7698,Quinnipiac,UMass Lowell,False,20131019,2014,3,1,0
7699,Rensselaer,Sacred Heart,False,20131019,2014,7,1,0
7700,Merrimack,Mercyhurst,False,20131019,2014,5,2,0
7701,Union,Lake Superior State,False,20131019,2014,2,3,0
7702,Robert Morris,Niagara,False,20131019,2014,3,3,1
7703,Northern Michigan,Omaha,False,20131019,2014,6,3,0
7704,Bowling Green,Colgate,False,20131019,2014,7,0,0
7705,Ferris State,St. Lawrence,False,20131019,2014,5,3,0
7706,Maine,Bentley,False,20131019,2014,2,1,0
7707,Clarkson,Rochester,False,20131019,2014,3,3,1
7708,Miami (OH),North Dakota,False,20131019,2014,6,2,0
7709,Bemidji State,Minnesota,False,20131019,2014,1,5,0
7710,Denver,Alaska Anchorage,False,20131019,2014,2,3,1
7711,Minnesota State,UConn,False,20131019,2014,6,1,0
7712,Air Force,Penn State,False,20131019,2014,3,1,0
7713,Colorado College,Minnesota Duluth,False,20131019,2014,1,5,0
7714,Alaska,Western Michigan,False,20131019,2014,3,3,1
7715,Notre Dame,Michigan Tech,False,20131020,2014,7,3,0
7716,Quinnipiac,Bentley,False,20131022,2014,4,3,0
7717,Yale,Brown,False,20131025,2014,1,4,0
7718,Providence,Miami (OH),False,20131025,2014,3,2,1
7719,Holy Cross,Quinnipiac,False,20131025,2014,2,4,0
7720,Michigan State,UMass Lowell,False,20131025,2014,1,4,0
7721,Michigan,Boston University,False,20131025,2014,2,1,0
7722,Penn State,Rochester,False,20131025,2014,3,3,1
7723,Clarkson,Colorado College,False,20131025,2014,2,1,0
7724,St. Lawrence,Northeastern,False,20131025,2014,3,6,0
7725,UConn,Union,False,20131025,2014,2,2,1
7726,Princeton,Dartmouth,False,20131025,2014,3,2,1
7727,Ohio State,Robert Morris,False,20131025,2014,5,3,0
7728,Northern Michigan,Michigan Tech,False,20131025,2014,2,0,0
7729,Colgate,St. Cloud State,False,20131025,2014,2,4,0
7730,Minnesota,Boston College,False,20131025,2014,3,3,1
7731,Maine,UMass,False,20131025,2014,3,2,1
7732,Minnesota Duluth,Notre Dame,False,20131025,2014,2,3,0
7733,Alabama-Huntsville,Bemidji State,False,20131025,2014,1,6,0
7734,Omaha,Cornell,False,20131025,2014,3,5,0
7735,Air Force,Canisius,False,20131025,2014,3,2,0
7736,Denver,Niagara,False,20131025,2014,5,1,0
7737,Alaska,Mercyhurst,False,20131025,2014,5,4,0
7738,Dartmouth,Brown,False,20131026,2014,3,5,0
7739,Princeton,Yale,False,20131026,2014,2,3,0
7740,Quinnipiac,Holy Cross,False,20131026,2014,4,1,0
7741,Penn State,Vermont,False,20131026,2014,2,5,0
7742,Michigan,UMass Lowell,False,20131026,2014,1,2,0
7743,Colgate,St. Cloud State,False,20131026,2014,3,4,0
7744,Providence,Miami (OH),False,20131026,2014,4,4,1
7745,Robert Morris,Ohio State,False,20131026,2014,3,4,0
7746,Rensselaer,New Hampshire,False,20131026,2014,4,2,0
7747,St. Lawrence,Northeastern,False,20131026,2014,6,4,0
7748,Michigan State,Boston University,False,20131026,2014,3,1,0
7749,American International,Sacred Heart,False,20131026,2014,4,1,0
7750,Clarkson,Colorado College,False,20131026,2014,1,0,1
7751,Merrimack,Army,False,20131026,2014,4,2,0
7752,Michigan Tech,Northern Michigan,False,20131026,2014,4,1,0
7753,Harvard,Bentley,False,20131026,2014,3,0,0
7754,Maine,UMass,False,20131026,2014,8,4,0
7755,Minnesota Duluth,Notre Dame,False,20131026,2014,4,1,0
7756,Alabama-Huntsville,Bemidji State,False,20131026,2014,0,1,0
7757,Omaha,Cornell,False,20131026,2014,3,4,0
7758,Denver,Canisius,False,20131026,2014,1,4,0
7759,Alaska,Mercyhurst,False,20131026,2014,3,3,1
7760,Minnesota,Boston College,False,20131027,2014,6,1,0
7761,Air Force,Niagara,False,20131027,2014,7,4,0
7762,Ohio State,Bowling Green,False,20131029,2014,5,3,0
7763,Rensselaer,Harvard,False,20131029,2014,3,3,1
7764,Yale,St. Lawrence,False,20131101,2014,3,3,1
7765,Holy Cross,Sacred Heart,False,20131101,2014,4,3,0
7766,Harvard,Rensselaer,False,20131101,2014,2,0,0
7767,UMass,Maine,False,20131101,2014,1,1,1
7768,Michigan State,American International,False,20131101,2014,5,4,0
7769,Dartmouth,Union,False,20131101,2014,2,7,0
7770,Cornell,Princeton,False,20131101,2014,4,2,0
7771,Ohio State,Minnesota Duluth,False,20131101,2014,1,3,0
7772,Brown,Clarkson,False,20131101,2014,3,4,0
7773,Vermont,Notre Dame,False,20131101,2014,2,1,0
7774,Colgate,Quinnipiac,False,20131101,2014,2,7,0
7775,Robert Morris,Penn State,False,20131101,2014,4,5,0
7776,Merrimack,Bentley,False,20131101,2014,3,1,0
7777,UConn,Army,False,20131101,2014,4,2,0
7778,Rochester,Air Force,False,20131101,2014,0,2,0
7779,Bowling Green,Alaska Anchorage,False,20131101,2014,6,1,0
7780,Western Michigan,Colorado College,False,20131101,2014,3,2,1
7781,UMass Lowell,New Hampshire,False,20131101,2014,5,3,0
7782,Boston University,Providence,False,20131101,2014,4,3,0
7783,Michigan,Michigan Tech,False,20131101,2014,3,2,1
7784,Miami (OH),Canisius,False,20131101,2014,3,0,0
7785,Boston College,Northeastern,False,20131101,2014,4,2,0
7786,Wisconsin,Lake Superior State,False,20131101,2014,3,3,1
7787,Alabama-Huntsville,Ferris State,False,20131101,2014,0,5,0
7788,Bemidji State,Minnesota State,False,20131101,2014,4,1,0
7789,Colgate,Princeton,False,20131102,2014,3,1,0
7790,Vermont,Notre Dame,False,20131102,2014,2,3,0
7791,Yale,Clarkson,False,20131102,2014,6,3,0
7792,Harvard,Union,False,20131102,2014,2,4,0
7793,Northeastern,Boston College,False,20131102,2014,3,4,1
7794,UMass,Maine,False,20131102,2014,2,1,0
7795,Michigan,Michigan Tech,False,20131102,2014,2,1,0
7796,Dartmouth,Rensselaer,False,20131102,2014,1,7,0
7797,New Hampshire,UMass Lowell,False,20131102,2014,2,3,1
7798,Cornell,Quinnipiac,False,20131102,2014,0,3,0
7799,Ohio State,Minnesota Duluth,False,20131102,2014,4,2,0
7800,Brown,St. Lawrence,False,20131102,2014,3,3,1
7801,UConn,Sacred Heart,False,20131102,2014,4,2,0
7802,Miami (OH),Canisius,False,20131102,2014,5,2,0
7803,Army,Bentley,False,20131102,2014,2,5,0
7804,Mercyhurst,Air Force,False,20131102,2014,8,2,0
7805,Bowling Green,Alaska Anchorage,False,20131102,2014,1,0,0
7806,Western Michigan,Colorado College,False,20131102,2014,5,1,0
7807,Providence,Boston University,False,20131102,2014,3,1,0
7808,Bemidji State,Minnesota State,False,20131102,2014,3,4,0
7809,North Dakota,St. Cloud State,False,20131102,2014,1,3,0
7810,Wisconsin,Lake Superior State,False,20131102,2014,8,1,0
7811,Alabama-Huntsville,Ferris State,False,20131102,2014,2,3,0
7812,Denver,Omaha,False,20131102,2014,2,3,1
7813,Alaska,Northern Michigan,False,20131102,2014,1,2,0
7814,Michigan State,American International,False,20131103,2014,4,0,0
7815,Harvard,St. Lawrence,False,20131108,2014,1,3,0
7816,Dartmouth,Clarkson,False,20131108,2014,2,3,0
7817,Princeton,Yale,False,20131108,2014,2,5,0
7818,Penn State,Sacred Heart,False,20131108,2014,2,1,0
7819,Maine,Vermont,False,20131108,2014,2,0,0
7820,Quinnipiac,Brown,False,20131108,2014,3,0,0
7821,Rensselaer,Cornell,False,20131108,2014,3,3,1
7822,Merrimack,Providence,False,20131108,2014,0,1,0
7823,Union,Colgate,False,20131108,2014,3,5,0
7824,Ohio State,Niagara,False,20131108,2014,4,1,0
7825,Army,Holy Cross,False,20131108,2014,1,4,0
7826,Bentley,American International,False,20131108,2014,7,8,0
7827,Mercyhurst,Rochester,False,20131108,2014,3,2,0
7828,Robert Morris,Canisius,False,20131108,2014,6,1,0
7829,Ferris State,Bemidji State,False,20131108,2014,5,4,1
7830,Michigan Tech,Michigan State,False,20131108,2014,3,0,0
7831,Boston University,Boston College,False,20131108,2014,1,5,0
7832,New Hampshire,UMass,False,20131108,2014,4,1,0
7833,Lake Superior State,Alaska,False,20131108,2014,4,1,0
7834,Notre Dame,Minnesota,False,20131108,2014,4,1,0
7835,St. Cloud State,Miami (OH),False,20131108,2014,0,2,0
7836,Minnesota State,Bowling Green,False,20131108,2014,3,4,0
7837,Colorado College,Denver,False,20131108,2014,1,1,1
7838,Alaska Anchorage,Alabama-Huntsville,False,20131108,2014,3,1,0
7839,Princeton,Brown,False,20131109,2014,3,6,0
7840,Notre Dame,Minnesota,False,20131109,2014,4,5,0
7841,Harvard,Clarkson,False,20131109,2014,1,2,0
7842,UMass,New Hampshire,False,20131109,2014,0,9,0
7843,Dartmouth,St. Lawrence,False,20131109,2014,5,8,0
7844,Maine,Vermont,False,20131109,2014,3,4,0
7845,UMass Lowell,Northeastern,False,20131109,2014,2,4,0
7846,Michigan Tech,Michigan State,False,20131109,2014,3,2,1
7847,Providence,Merrimack,False,20131109,2014,4,2,0
7848,Quinnipiac,Yale,False,20131109,2014,3,3,1
7849,Rensselaer,Colgate,False,20131109,2014,6,2,0
7850,Union,Cornell,False,20131109,2014,3,0,0
7851,Canisius,Mercyhurst,False,20131109,2014,4,3,0
7852,Robert Morris,Rochester,False,20131109,2014,2,4,0
7853,Western Michigan,Northern Michigan,False,20131109,2014,4,5,0
7854,Lake Superior State,Alaska,False,20131109,2014,2,3,1
7855,Ferris State,Bemidji State,False,20131109,2014,5,3,0
7856,Ohio State,Niagara,False,20131109,2014,6,1,0
7857,Omaha,North Dakota,False,20131109,2014,4,2,0
7858,St. Cloud State,Miami (OH),False,20131109,2014,2,1,0
7859,Minnesota State,Bowling Green,False,20131109,2014,1,0,1
7860,Denver,Colorado College,False,20131109,2014,2,1,0
7861,Alaska Anchorage,Alabama-Huntsville,False,20131109,2014,6,1,0
7862,Boston College,Army,False,20131110,2014,11,0,0
7863,Western Michigan,Northern Michigan,False,20131110,2014,2,2,1
7864,Omaha,North Dakota,False,20131110,2014,2,3,0
7865,New Hampshire,Brown,False,20131112,2014,4,2,0
7866,Princeton,UMass Lowell,False,20131112,2014,1,2,0
7867,UConn,Holy Cross,False,20131112,2014,4,3,0
7868,Sacred Heart,Army,False,20131112,2014,2,6,0
7869,Penn State,UMass Lowell,False,20131114,2014,0,4,0
7870,UMass,Boston College,False,20131114,2014,1,2,0
7871,Miami (OH),Wisconsin,False,20131115,2014,2,0,0
7872,Boston College,UMass,False,20131115,2014,2,2,1
7873,Northeastern,New Hampshire,False,20131115,2014,0,3,0
7874,Princeton,Dartmouth,False,20131115,2014,5,4,1
7875,Ohio State,Canisius,False,20131115,2014,3,0,0
7876,Penn State,UMass Lowell,False,20131115,2014,2,3,0
7877,Vermont,Providence,False,20131115,2014,2,3,0
7878,Maine,Boston University,False,20131115,2014,7,0,0
7879,Clarkson,Cornell,False,20131115,2014,3,2,0
7880,Quinnipiac,Harvard,False,20131115,2014,3,2,0
7881,St. Lawrence,Colgate,False,20131115,2014,3,5,0
7882,UConn,Bentley,False,20131115,2014,0,3,0
7883,Holy Cross,American International,False,20131115,2014,0,1,0
7884,Niagara,Army,False,20131115,2014,5,0,0
7885,Ferris State,Bowling Green,False,20131115,2014,3,3,1
7886,Michigan Tech,Lake Superior State,False,20131115,2014,3,5,0
7887,Notre Dame,Merrimack,False,20131115,2014,4,0,0
7888,Union,Rensselaer,False,20131115,2014,4,3,0
7889,Minnesota,Minnesota State,False,20131115,2014,4,1,0
7890,Alabama-Huntsville,St. Cloud State,False,20131115,2014,0,10,0
7891,Bemidji State,Alaska Anchorage,False,20131115,2014,4,1,0
7892,North Dakota,Minnesota Duluth,False,20131115,2014,4,2,0
7893,Omaha,Michigan,False,20131115,2014,3,2,0
7894,Denver,Western Michigan,False,20131115,2014,5,3,0
7895,Bentley,Holy Cross,False,20131116,2014,3,2,1
7896,Yale,Sacred Heart,False,20131116,2014,5,1,0
7897,Notre Dame,Merrimack,False,20131116,2014,2,2,1
7898,New Hampshire,Northeastern,False,20131116,2014,4,1,0
7899,Princeton,Harvard,False,20131116,2014,3,5,0
7900,Miami (OH),Wisconsin,False,20131116,2014,2,3,0
7901,Ohio State,Canisius,False,20131116,2014,3,1,0
7902,Vermont,Providence,False,20131116,2014,0,3,0
7903,Clarkson,Colgate,False,20131116,2014,3,4,0
7904,Quinnipiac,Dartmouth,False,20131116,2014,3,1,0
7905,Rensselaer,Union,False,20131116,2014,1,4,0
7906,St. Lawrence,Cornell,False,20131116,2014,2,5,0
7907,Niagara,Army,False,20131116,2014,8,3,0
7908,Ferris State,Bowling Green,False,20131116,2014,4,2,0
7909,Michigan Tech,Lake Superior State,False,20131116,2014,2,1,0
7910,Minnesota,Minnesota State,False,20131116,2014,3,0,0
7911,Omaha,Michigan,False,20131116,2014,3,4,0
7912,Bemidji State,Alaska Anchorage,False,20131116,2014,4,4,1
7913,North Dakota,Minnesota Duluth,False,20131116,2014,3,6,0
7914,Alabama-Huntsville,St. Cloud State,False,20131116,2014,3,4,0
7915,Air Force,Robert Morris,False,20131116,2014,4,3,0
7916,Denver,Western Michigan,False,20131116,2014,1,0,0
7917,Boston University,UConn,False,20131117,2014,4,1,0
7918,Canisius,Rochester,False,20131119,2014,5,2,0
7919,Mercyhurst,Niagara,False,20131119,2014,4,2,0
7920,Colorado College,Air Force,False,20131119,2014,1,3,0
7921,Harvard,Boston College,False,20131120,2014,1,5,0
7922,UMass,Vermont,False,20131122,2014,2,3,0
7923,Michigan State,Western Michigan,False,20131122,2014,0,2,0
7924,Michigan,Niagara,False,20131122,2014,6,0,0
7925,Princeton,Quinnipiac,False,20131122,2014,0,3,0
7926,Cornell,Brown,False,20131122,2014,5,1,0
7927,Colgate,Yale,False,20131122,2014,2,5,0
7928,UMass Lowell,Notre Dame,False,20131122,2014,1,0,0
7929,Providence,New Hampshire,False,20131122,2014,2,3,1
7930,Merrimack,Northeastern,False,20131122,2014,2,5,0
7931,Rochester,St. Lawrence,False,20131122,2014,3,5,0
7932,Army,Sacred Heart,False,20131122,2014,5,6,0
7933,Mercyhurst,Rensselaer,False,20131122,2014,5,2,0
7934,Robert Morris,Holy Cross,False,20131122,2014,1,2,0
7935,Northern Michigan,Alabama-Huntsville,False,20131122,2014,3,0,0
7936,Bowling Green,Minnesota State,False,20131122,2014,4,3,1
7937,Ferris State,Alaska,False,20131122,2014,5,3,0
7938,Boston University,North Dakota,False,20131122,2014,3,1,0
7939,Minnesota,Minnesota Duluth,False,20131122,2014,6,1,0
7940,Bemidji State,Lake Superior State,False,20131122,2014,2,3,0
7941,Omaha,Miami (OH),False,20131122,2014,6,3,0
7942,St. Cloud State,Colorado College,False,20131122,2014,2,2,1
7943,Air Force,Denver,False,20131122,2014,3,3,1
7944,Alaska Anchorage,Michigan Tech,False,20131122,2014,3,1,0
7945,Robert Morris,Holy Cross,False,20131123,2014,5,1,0
7946,UMass Lowell,Notre Dame,False,20131123,2014,3,1,0
7947,Boston University,North Dakota,False,20131123,2014,3,3,1
7948,Northeastern,Merrimack,False,20131123,2014,2,0,0
7949,Cornell,Yale,False,20131123,2014,2,1,0
7950,Colgate,Brown,False,20131123,2014,3,1,0
7951,Providence,New Hampshire,False,20131123,2014,4,2,0
7952,Quinnipiac,Princeton,False,20131123,2014,3,4,0
7953,Rochester,St. Lawrence,False,20131123,2014,6,4,0
7954,American International,UConn,False,20131123,2014,1,8,0
7955,Mercyhurst,Rensselaer,False,20131123,2014,2,5,0
7956,Sacred Heart,Army,False,20131123,2014,4,1,0
7957,Western Michigan,Michigan State,False,20131123,2014,4,1,0
7958,Northern Michigan,Alabama-Huntsville,False,20131123,2014,4,0,0
7959,Bowling Green,Minnesota State,False,20131123,2014,2,3,1
7960,Ferris State,Alaska,False,20131123,2014,4,3,0
7961,Maine,Boston College,False,20131123,2014,5,1,0
7962,Bemidji State,Lake Superior State,False,20131123,2014,2,1,1
7963,St. Cloud State,Colorado College,False,20131123,2014,6,2,0
7964,Denver,Air Force,False,20131123,2014,3,1,0
7965,Omaha,Miami (OH),False,20131123,2014,3,1,0
7966,Alaska Anchorage,Michigan Tech,False,20131123,2014,2,2,1
7967,Vermont,UMass,False,20131124,2014,2,0,0
7968,Minnesota,Minnesota Duluth,False,20131124,2014,2,6,0
7969,New Hampshire,Harvard,False,20131126,2014,3,6,0
7970,Cornell,Niagara,False,20131126,2014,4,2,0
7971,American International,Army,False,20131126,2014,3,4,1
7972,Quinnipiac,Providence,False,20131127,2014,3,3,1
7973,Boston College,Holy Cross,False,20131129,2014,4,5,0
7974,Canisius,UConn,False,20131129,2014,3,1,0
7975,Sacred Heart,Rochester,False,20131129,2014,2,5,0
7976,Western Michigan,Northeastern,False,20131129,2014,1,1,1
7977,Minnesota,Wisconsin,False,20131129,2014,4,1,0
7978,Michigan State,Princeton,False,20131129,2014,4,1,0
