,ht,at,n,Date,Year,PTS,OPP,OT
0,Vermont,Maine,False,20041003,2005,1,7,0
1,Notre Dame,Minnesota Duluth,False,20041007,2005,2,2,1
2,Michigan,Northeastern,False,20041008,2005,2,4,0
3,Vermont,Sacred Heart,False,20041008,2005,6,0,0
4,Providence,Clarkson,False,20041008,2005,4,2,0
5,Ferris State,Colgate,False,20041008,2005,4,5,0
6,Miami (OH),Boston University,False,20041008,2005,5,1,0
7,Maine,North Dakota,False,20041008,2005,3,4,1
8,Notre Dame,Minnesota Duluth,False,20041008,2005,1,4,0
9,Niagara,UMass Lowell,False,20041009,2005,2,3,1
10,St. Lawrence,St. Cloud State,False,20041009,2005,1,1,1
11,Michigan,Boston University,False,20041009,2005,7,2,0
12,New Hampshire,Ohio State,False,20041009,2005,5,1,0
13,Merrimack,Rensselaer,False,20041009,2005,5,3,0
14,UMass,Clarkson,False,20041009,2005,9,4,0
15,Maine,North Dakota,False,20041009,2005,1,3,0
16,Ferris State,Colgate,False,20041009,2005,2,4,0
17,Miami (OH),Northeastern,False,20041009,2005,6,2,0
18,Omaha,UConn,False,20041009,2005,4,1,0
19,Minnesota,Denver,False,20041009,2005,5,2,0
20,Ohio State,St. Cloud State,False,20041010,2005,1,3,0
21,UConn,Rensselaer,False,20041010,2005,3,3,1
22,New Hampshire,St. Lawrence,False,20041010,2005,4,2,0
23,Omaha,Merrimack,False,20041010,2005,4,3,0
24,Bentley,Air Force,False,20041015,2005,2,2,1
25,Boston College,Denver,False,20041015,2005,6,2,0
26,Maine,Niagara,False,20041015,2005,4,3,0
27,Colgate,Lake Superior State,False,20041015,2005,3,2,0
28,Providence,Merrimack,False,20041015,2005,5,4,0
29,Quinnipiac,American International,False,20041015,2005,3,2,0
30,Michigan Tech,Minnesota Duluth,False,20041015,2005,4,5,0
31,Michigan State,St. Lawrence,False,20041015,2005,1,3,0
32,Miami (OH),Notre Dame,False,20041015,2005,4,2,0
33,Ferris State,Ohio State,False,20041015,2005,2,4,0
34,Western Michigan,Alaska,False,20041015,2005,5,4,0
35,Michigan,New Hampshire,False,20041015,2005,4,4,1
36,Wisconsin,Mercyhurst,False,20041015,2005,3,2,0
37,St. Cloud State,Northern Michigan,False,20041015,2005,2,1,0
38,Minnesota State,North Dakota,False,20041015,2005,2,2,1
39,Minnesota,UMass,False,20041015,2005,1,0,0
40,Colorado College,Union,False,20041015,2005,4,2,0
41,Alaska Anchorage,Minnesota,False,20041015,2005,3,2,0
42,Canisius,UMass,False,20041015,2005,1,2,0
43,Wayne State (MI),Clarkson,False,20041016,2005,5,4,0
44,American International,Air Force,False,20041016,2005,0,4,0
45,Sacred Heart,Army,False,20041016,2005,4,1,0
46,Ferris State,Ohio State,False,20041016,2005,3,4,1
47,Boston University,Vermont,False,20041016,2005,4,1,0
48,Northeastern,Denver,False,20041016,2005,2,4,0
49,Maine,Niagara,False,20041016,2005,6,2,0
50,Colgate,Lake Superior State,False,20041016,2005,2,1,1
51,Quinnipiac,Bentley,False,20041016,2005,3,0,0
52,Rensselaer,UConn,False,20041016,2005,4,1,0
53,Michigan Tech,Minnesota Duluth,False,20041016,2005,4,7,0
54,Michigan,St. Lawrence,False,20041016,2005,5,2,0
55,Miami (OH),Notre Dame,False,20041016,2005,5,0,0
56,Wisconsin,Mercyhurst,False,20041016,2005,8,0,0
57,St. Cloud State,Northern Michigan,False,20041016,2005,2,4,0
58,Western Michigan,Alaska,False,20041016,2005,3,5,0
59,Minnesota State,North Dakota,False,20041016,2005,1,2,0
60,Colorado College,Union,False,20041016,2005,4,2,0
61,Michigan State,New Hampshire,False,20041017,2005,5,1,0
62,Wayne State (MI),Clarkson,False,20041017,2005,3,5,0
63,Northeastern,Rensselaer,False,20041019,2005,4,7,0
64,UMass Lowell,Boston College,False,20041019,2005,2,3,0
65,Ohio State,Miami (OH),False,20041021,2005,9,3,0
66,Lake Superior State,Michigan,False,20041021,2005,3,4,0
67,Boston University,Providence,False,20041022,2005,3,2,0
68,UMass,UMass Lowell,False,20041022,2005,3,2,1
69,Vermont,Niagara,False,20041022,2005,1,6,0
70,Maine,St. Lawrence,False,20041022,2005,0,1,1
71,Merrimack,Wayne State (MI),False,20041022,2005,1,5,0
72,Union,Bowling Green,False,20041022,2005,1,5,0
73,Bentley,Army,False,20041022,2005,3,3,1
74,Northern Michigan,Michigan State,False,20041022,2005,3,2,0
75,Miami (OH),Ohio State,False,20041022,2005,1,2,0
76,Alabama-Huntsville,Holy Cross,False,20041022,2005,2,4,0
77,Minnesota Duluth,Minnesota State,False,20041022,2005,8,3,0
78,Wisconsin,Michigan Tech,False,20041022,2005,7,3,0
79,Omaha,Western Michigan,False,20041022,2005,7,3,0
80,Notre Dame,Boston College,False,20041022,2005,3,2,0
81,Bemidji State,Ferris State,False,20041022,2005,5,2,0
82,North Dakota,Minnesota,False,20041022,2005,4,2,0
83,Air Force,Colorado College,False,20041022,2005,1,4,0
84,Denver,St. Cloud State,False,20041022,2005,5,2,0
85,Sacred Heart,American International,False,20041023,2005,6,3,0
86,New Hampshire,Mercyhurst,False,20041023,2005,5,4,0
87,Vermont,Niagara,False,20041023,2005,2,3,0
88,Maine,St. Lawrence,False,20041023,2005,4,3,0
89,Army,Rensselaer,False,20041023,2005,1,5,0
90,Colgate,Northeastern,False,20041023,2005,3,4,1
91,Merrimack,Wayne State (MI),False,20041023,2005,5,4,0
92,Union,Bowling Green,False,20041023,2005,0,1,0
93,Lake Superior State,Michigan,False,20041023,2005,2,5,0
94,Northern Michigan,Michigan State,False,20041023,2005,4,1,0
95,Alabama-Huntsville,Holy Cross,False,20041023,2005,4,2,0
96,Bemidji State,Ferris State,False,20041023,2005,2,7,0
97,Minnesota Duluth,Minnesota State,False,20041023,2005,4,1,0
98,North Dakota,Minnesota,False,20041023,2005,0,6,0
99,Wisconsin,Michigan Tech,False,20041023,2005,3,0,0
100,Omaha,Western Michigan,False,20041023,2005,4,3,1
101,Colorado College,Quinnipiac,False,20041023,2005,7,2,0
102,Denver,St. Cloud State,False,20041023,2005,6,1,0
103,Alaska Anchorage,Alaska,False,20041023,2005,0,6,0
104,UMass,UConn,False,20041024,2005,2,3,1
105,Bentley,Sacred Heart,False,20041024,2005,3,5,0
106,Air Force,Quinnipiac,False,20041024,2005,4,0,0
107,Yale,Alabama-Huntsville,False,20041029,2005,2,5,0
108,Princeton,St. Cloud State,False,20041029,2005,2,7,0
109,Cornell,Army,False,20041029,2005,7,1,0
110,Brown,Harvard,False,20041029,2005,2,2,1
111,Clarkson,Niagara,False,20041029,2005,3,5,0
112,Colgate,Sacred Heart,False,20041029,2005,5,1,0
113,Providence,UMass,False,20041029,2005,6,2,0
114,Rensselaer,UMass Lowell,False,20041029,2005,3,5,0
115,Merrimack,Maine,False,20041029,2005,0,3,0
116,St. Lawrence,Miami (OH),False,20041029,2005,6,4,0
117,Union,Mercyhurst,False,20041029,2005,3,2,0
118,Michigan State,Omaha,False,20041029,2005,5,2,0
119,Bowling Green,Lake Superior State,False,20041029,2005,1,5,0
120,Michigan Tech,Alaska Anchorage,False,20041029,2005,5,1,0
121,Holy Cross,Air Force,False,20041029,2005,2,2,1
122,Michigan,Ferris State,False,20041029,2005,3,0,0
123,Western Michigan,Ohio State,False,20041029,2005,6,3,0
124,Boston College,North Dakota,False,20041029,2005,5,3,0
125,Minnesota Duluth,Vermont,False,20041029,2005,2,3,0
126,Wisconsin,Denver,False,20041029,2005,6,3,0
127,Minnesota,Minnesota State,False,20041029,2005,9,2,0
128,Notre Dame,Northern Michigan,False,20041029,2005,1,1,1
129,Bowling Green,Lake Superior State,False,20041030,2005,2,1,0
130,Yale,St. Cloud State,False,20041030,2005,0,10,0
131,Northeastern,North Dakota,False,20041030,2005,3,3,1
132,UMass,Providence,False,20041030,2005,2,0,0
133,Dartmouth,Quinnipiac,False,20041030,2005,1,2,0
134,Princeton,Alabama-Huntsville,False,20041030,2005,5,5,0
135,Cornell,Sacred Heart,False,20041030,2005,7,1,0
136,Colgate,Army,False,20041030,2005,2,3,0
137,Rensselaer,Mercyhurst,False,20041030,2005,5,0,0
138,St. Lawrence,Miami (OH),False,20041030,2005,4,3,0
139,Union,UMass Lowell,False,20041030,2005,2,3,0
140,Michigan State,Omaha,False,20041030,2005,2,5,0
141,Wayne State (MI),Canisius,False,20041030,2005,3,2,0
142,Ferris State,Michigan,False,20041030,2005,1,0,1
143,Holy Cross,Air Force,False,20041030,2005,5,2,0
144,Clarkson,Niagara,False,20041030,2005,4,3,0
145,Western Michigan,Ohio State,False,20041030,2005,2,5,0
146,Notre Dame,Northern Michigan,False,20041030,2005,1,4,0
147,Minnesota Duluth,Vermont,False,20041030,2005,2,2,1
148,Wisconsin,Denver,False,20041030,2005,3,5,0
149,Michigan Tech,Alaska Anchorage,False,20041030,2005,4,5,0
150,Minnesota,Minnesota State,False,20041030,2005,3,2,1
151,Boston University,Maine,False,20041031,2005,2,1,0
152,Wayne State (MI),Canisius,False,20041031,2005,3,1,0
153,Dartmouth,UConn,False,20041031,2005,4,1,0
154,Bowling Green,Notre Dame,False,20041104,2005,3,1,0
155,Michigan Tech,Northern Michigan,False,20041104,2005,6,6,1
156,Northeastern,UConn,False,20041105,2005,5,2,0
157,UMass,Merrimack,False,20041105,2005,8,2,0
158,Dartmouth,Yale,False,20041105,2005,5,2,0
159,Cornell,Harvard,False,20041105,2005,2,0,0
160,Vermont,Princeton,False,20041105,2005,2,0,0
161,Maine,Boston College,False,20041105,2005,1,3,0
162,Army,Mercyhurst,False,20041105,2005,0,2,0
163,American International,Holy Cross,False,20041105,2005,1,3,0
164,Colgate,Brown,False,20041105,2005,3,2,1
165,Providence,Wayne State (MI),False,20041105,2005,2,4,0
166,Rensselaer,Clarkson,False,20041105,2005,5,3,0
167,Union,St. Lawrence,False,20041105,2005,6,5,0
168,Michigan State,Ferris State,False,20041105,2005,4,2,0
169,Ohio State,Sacred Heart,False,20041105,2005,5,1,0
170,Bentley,Canisius,False,20041105,2005,3,5,0
171,Notre Dame,Bowling Green,False,20041105,2005,4,4,1
172,Michigan,Miami (OH),False,20041105,2005,5,2,0
173,Western Michigan,Niagara,False,20041105,2005,4,3,0
174,New Hampshire,Boston University,False,20041105,2005,4,3,0
175,Minnesota,Wisconsin,False,20041105,2005,3,2,0
176,North Dakota,Colorado College,False,20041105,2005,2,3,1
177,Minnesota State,Bemidji State,False,20041105,2005,4,0,0
178,Alaska,Omaha,False,20041105,2005,3,1,0
179,Alaska Anchorage,Minnesota Duluth,False,20041105,2005,5,2,0
180,Colgate,Harvard,False,20041106,2005,4,1,0
181,Dartmouth,Princeton,False,20041106,2005,0,3,0
182,Cornell,Brown,False,20041106,2005,7,2,0
183,Vermont,Yale,False,20041106,2005,7,1,0
184,Army,Canisius,False,20041106,2005,2,3,0
185,Providence,Wayne State (MI),False,20041106,2005,4,1,0
186,Rensselaer,St. Lawrence,False,20041106,2005,2,3,0
187,Merrimack,UMass,False,20041106,2005,5,2,0
188,Union,Clarkson,False,20041106,2005,4,1,0
189,UConn,Mercyhurst,False,20041106,2005,3,6,0
190,Ohio State,Sacred Heart,False,20041106,2005,7,1,0
191,Ferris State,Michigan State,False,20041106,2005,1,5,0
192,Holy Cross,Bentley,False,20041106,2005,3,5,0
193,Northern Michigan,Michigan Tech,False,20041106,2005,6,3,0
194,Michigan,Miami (OH),False,20041106,2005,5,3,0
195,Western Michigan,Niagara,False,20041106,2005,4,1,0
196,North Dakota,Colorado College,False,20041106,2005,2,1,0
197,Minnesota State,Bemidji State,False,20041106,2005,4,0,0
198,Minnesota,Wisconsin,False,20041106,2005,4,2,0
199,Alaska,Omaha,False,20041106,2005,3,2,0
200,Alaska Anchorage,Minnesota Duluth,False,20041106,2005,3,0,0
201,Maine,New Hampshire,False,20041107,2005,3,0,0
202,Boston College,UMass,False,20041112,2005,3,3,1
203,Boston University,Merrimack,False,20041112,2005,6,4,0
204,Northeastern,Maine,False,20041112,2005,4,2,0
205,New Hampshire,Providence,False,20041112,2005,3,2,0
206,Brown,Princeton,False,20041112,2005,1,5,0
207,Niagara,Quinnipiac,False,20041112,2005,3,1,0
208,American International,Army,False,20041112,2005,2,0,0
209,Canisius,Sacred Heart,False,20041112,2005,2,3,1
210,Clarkson,Dartmouth,False,20041112,2005,4,1,0
211,UMass Lowell,Colgate,False,20041112,2005,3,2,0
212,Rensselaer,Union,False,20041112,2005,4,5,0
213,St. Lawrence,Vermont,False,20041112,2005,3,4,1
214,Michigan State,Cornell,False,20041112,2005,1,1,1
215,Lake Superior State,Alaska,False,20041112,2005,6,2,0
216,Ferris State,UConn,False,20041112,2005,5,3,0
217,Western Michigan,Notre Dame,False,20041112,2005,2,2,1
218,Harvard,Yale,False,20041112,2005,3,1,0
219,Wisconsin,North Dakota,False,20041112,2005,1,0,0
220,Omaha,Bowling Green,False,20041112,2005,4,2,0
221,St. Cloud State,Michigan Tech,False,20041112,2005,3,1,0
222,Bemidji State,Bentley,False,20041112,2005,9,2,0
223,Minnesota State,Alaska Anchorage,False,20041112,2005,6,3,0
224,Air Force,Alabama-Huntsville,False,20041112,2005,2,6,0
225,Colorado College,Denver,False,20041112,2005,3,1,0
226,Harvard,Princeton,False,20041113,2005,8,6,0
227,Brown,Yale,False,20041113,2005,5,2,0
228,Niagara,Quinnipiac,False,20041113,2005,4,1,0
229,American International,Mercyhurst,False,20041113,2005,0,3,0
230,Canisius,Sacred Heart,False,20041113,2005,4,1,0
231,Clarkson,Vermont,False,20041113,2005,1,1,1
232,UMass Lowell,Maine,False,20041113,2005,4,5,0
233,Merrimack,Boston University,False,20041113,2005,1,3,0
234,St. Lawrence,Dartmouth,False,20041113,2005,1,4,0
235,Union,Rensselaer,False,20041113,2005,3,2,0
236,Ohio State,Northern Michigan,False,20041113,2005,2,0,0
237,Lake Superior State,Alaska,False,20041113,2005,0,2,0
238,Ferris State,UConn,False,20041113,2005,5,2,0
239,Western Michigan,Notre Dame,False,20041113,2005,2,3,0
240,Bemidji State,Bentley,False,20041113,2005,5,0,0
241,Wisconsin,North Dakota,False,20041113,2005,5,2,0
242,Omaha,Bowling Green,False,20041113,2005,4,6,0
243,St. Cloud State,Michigan Tech,False,20041113,2005,6,4,0
244,Minnesota State,Alaska Anchorage,False,20041113,2005,5,2,0
245,Denver,Colorado College,False,20041113,2005,6,3,0
246,Michigan State,Cornell,False,20041114,2005,2,0,0
247,Ohio State,Northern Michigan,False,20041114,2005,5,1,0
248,UMass,Mercyhurst,False,20041114,2005,6,1,0
249,Air Force,Alabama-Huntsville,False,20041114,2005,1,4,0
250,Harvard,Boston College,False,20041116,2005,3,1,0
251,Merrimack,New Hampshire,False,20041116,2005,1,4,0
252,Holy Cross,American International,False,20041116,2005,1,1,1
253,St. Lawrence,Clarkson,False,20041117,2005,3,1,0
254,Wayne State (MI),Bowling Green,False,20041118,2005,3,7,0
255,Michigan State,Michigan,False,20041118,2005,2,4,0
256,Yale,Rensselaer,False,20041119,2005,2,5,0
257,Dartmouth,Colgate,False,20041119,2005,1,2,0
258,New Hampshire,Northeastern,False,20041119,2005,4,3,0
259,Princeton,Union,False,20041119,2005,4,6,0
260,Vermont,Cornell,False,20041119,2005,2,2,1
261,Maine,UMass,False,20041119,2005,6,2,0
262,Niagara,Bemidji State,False,20041119,2005,3,5,0
263,Army,Holy Cross,False,20041119,2005,2,0,0
264,Canisius,UConn,False,20041119,2005,6,0,0
265,UMass Lowell,Boston University,False,20041119,2005,2,7,0
266,Providence,Boston College,False,20041119,2005,2,2,1
267,Bentley,Quinnipiac,False,20041119,2005,4,4,1
268,Miami (OH),Western Michigan,False,20041119,2005,1,2,1
269,Lake Superior State,Ferris State,False,20041119,2005,2,2,1
270,Minnesota Duluth,Brown,False,20041119,2005,6,2,0
271,Omaha,Ohio State,False,20041119,2005,4,0,0
272,North Dakota,St. Cloud State,False,20041119,2005,4,1,0
273,Minnesota State,Alabama-Huntsville,False,20041119,2005,4,2,0
274,Denver,Minnesota,False,20041119,2005,4,5,0
275,Colorado College,Michigan Tech,False,20041119,2005,6,1,0
276,Alaska Anchorage,Wisconsin,False,20041119,2005,1,4,0
277,Bowling Green,Wayne State (MI),False,20041120,2005,3,9,0
278,Alaska Anchorage,Wisconsin,False,20041120,2005,1,4,0
279,Yale,Union,False,20041120,2005,2,5,0
280,Boston University,UMass Lowell,False,20041120,2005,5,3,0
281,Northeastern,New Hampshire,False,20041120,2005,4,7,0
282,Dartmouth,Cornell,False,20041120,2005,2,1,1
283,Princeton,Rensselaer,False,20041120,2005,3,2,0
284,Vermont,Colgate,False,20041120,2005,3,1,0
285,Niagara,Bemidji State,False,20041120,2005,1,2,1
286,Army,Holy Cross,False,20041120,2005,3,3,1
287,Canisius,UConn,False,20041120,2005,5,1,0
288,Quinnipiac,Bentley,False,20041120,2005,5,0,0
289,Lake Superior State,Ferris State,False,20041120,2005,5,4,0
290,Michigan,Michigan State,False,20041120,2005,5,4,0
291,Miami (OH),Western Michigan,False,20041120,2005,4,1,0
292,Minnesota Duluth,Brown,False,20041120,2005,1,2,0
293,North Dakota,St. Cloud State,False,20041120,2005,3,1,0
294,Omaha,Ohio State,False,20041120,2005,4,4,0
295,Minnesota State,Alabama-Huntsville,False,20041120,2005,3,3,1
296,Denver,Minnesota,False,20041120,2005,5,2,0
297,Colorado College,Michigan Tech,False,20041120,2005,5,1,0
298,Maine,Providence,False,20041121,2005,8,4,0
299,Boston College,Holy Cross,False,20041122,2005,5,0,0
300,Wayne State (MI),Bemidji State,False,20041122,2005,1,3,0
301,Boston University,Harvard,False,20041123,2005,1,2,0
302,Princeton,Yale,False,20041123,2005,6,3,0
303,Vermont,UMass,False,20041123,2005,5,2,0
304,UMass Lowell,New Hampshire,False,20041123,2005,3,3,1
305,Sacred Heart,Quinnipiac,False,20041123,2005,5,2,0
306,Merrimack,Northeastern,False,20041123,2005,1,5,0
307,UConn,Bentley,False,20041123,2005,5,3,0
308,Wayne State (MI),Bemidji State,False,20041123,2005,6,4,0
309,Air Force,Sacred Heart,False,20041126,2005,3,2,1
310,Clarkson,Brown,False,20041126,2005,2,4,0
311,Colgate,Mercyhurst,False,20041126,2005,3,1,0
312,Rensselaer,Robert Morris,False,20041126,2005,2,0,0
313,St. Lawrence,Harvard,False,20041126,2005,4,2,0
314,Bowling Green,Miami (OH),False,20041126,2005,2,2,1
315,Michigan Tech,North Dakota,False,20041126,2005,3,6,0
316,Lake Superior State,Northern Michigan,False,20041126,2005,3,1,0
317,Minnesota,Michigan,False,20041126,2005,5,1,0
318,Wisconsin,Michigan State,False,20041126,2005,0,4,0
319,St. Cloud State,Minnesota Duluth,False,20041126,2005,4,2,0
320,Colorado College,UMass,False,20041126,2005,3,1,0
321,Denver,Boston University,False,20041126,2005,4,1,0
322,Alaska,Notre Dame,False,20041126,2005,2,3,0
323,UMass Lowell,Bentley,False,20041127,2005,8,0,0
324,Union,Merrimack,False,20041127,2005,4,4,1
325,Yale,Princeton,False,20041127,2005,7,1,0
326,Northeastern,Boston College,False,20041127,2005,1,4,0
327,Dartmouth,Maine,False,20041127,2005,0,0,1
328,Cornell,Canisius,False,20041127,2005,3,0,0
329,Vermont,New Hampshire,False,20041127,2005,5,4,0
330,Clarkson,Harvard,False,20041127,2005,2,3,0
331,Colgate,Mercyhurst,False,20041127,2005,3,2,0
332,Providence,Holy Cross,False,20041127,2005,3,1,0
333,Quinnipiac,Army,False,20041127,2005,5,1,0
334,Rensselaer,Air Force,False,20041127,2005,0,1,0
335,St. Lawrence,Brown,False,20041127,2005,1,4,0
336,Bowling Green,Miami (OH),False,20041127,2005,2,1,0
337,Michigan Tech,North Dakota,False,20041127,2005,2,3,0
338,Northern Michigan,Lake Superior State,False,20041127,2005,3,0,0
339,Western Michigan,Alabama-Huntsville,False,20041127,2005,5,1,0
340,Minnesota,Michigan State,False,20041127,2005,5,0,0
341,Wisconsin,Michigan,False,20041127,2005,3,1,0
342,St. Cloud State,Minnesota Duluth,False,20041127,2005,1,3,0
343,Colorado College,Boston University,False,20041127,2005,7,3,0
344,Denver,UMass,False,20041127,2005,6,1,0
345,Alaska,Notre Dame,False,20041127,2005,2,3,0
346,Western Michigan,Alabama-Huntsville,False,20041128,2005,3,1,0
347,Holy Cross,Union,False,20041128,2005,3,1,0
348,Providence,Merrimack,False,20041128,2005,2,5,0
349,Harvard,Union,False,20041203,2005,4,1,0
350,UMass,Providence,False,20041203,2005,3,2,0
351,New Hampshire,Clarkson,False,20041203,2005,3,1,0
352,Cornell,Yale,False,20041203,2005,6,2,0
353,Brown,Rensselaer,False,20041203,2005,3,3,1
354,Maine,Merrimack,False,20041203,2005,2,2,1
355,Colgate,Princeton,False,20041203,2005,4,2,0
356,UMass Lowell,St. Lawrence,False,20041203,2005,7,2,0
357,Sacred Heart,Mercyhurst,False,20041203,2005,3,3,1
358,UConn,Canisius,False,20041203,2005,2,3,0
359,Michigan State,Bowling Green,False,20041203,2005,1,2,0
360,Ohio State,Alaska,False,20041203,2005,2,1,0
361,Michigan Tech,Denver,False,20041203,2005,1,5,0
362,Holy Cross,Army,False,20041203,2005,3,2,0
363,Bentley,American International,False,20041203,2005,5,2,0
364,Northern Michigan,Omaha,False,20041203,2005,3,2,0
365,Michigan,Notre Dame,False,20041203,2005,6,1,0
366,Lake Superior State,Bemidji State,False,20041203,2005,5,4,1
367,Western Michigan,Ferris State,False,20041203,2005,5,3,0
368,Boston University,Boston College,False,20041203,2005,3,2,0
369,Alabama-Huntsville,Niagara,False,20041203,2005,5,4,0
370,Wisconsin,Minnesota Duluth,False,20041203,2005,3,2,0
371,North Dakota,Alaska Anchorage,False,20041203,2005,4,2,0
372,Minnesota State,St. Cloud State,False,20041203,2005,2,4,0
373,Air Force,Wayne State (MI),False,20041203,2005,2,1,0
374,Boston College,Providence,False,20041204,2005,1,1,1
375,Harvard,Rensselaer,False,20041204,2005,2,1,0
376,UMass,Boston University,False,20041204,2005,1,7,0
377,New Hampshire,St. Lawrence,False,20041204,2005,6,3,0
378,Cornell,Princeton,False,20041204,2005,5,3,0
379,Brown,Union,False,20041204,2005,2,0,0
380,Vermont,Northeastern,False,20041204,2005,2,0,0
381,Maine,Merrimack,False,20041204,2005,5,0,0
382,American International,Mercyhurst,False,20041204,2005,2,3,1
383,Colgate,Yale,False,20041204,2005,4,1,0
384,UMass Lowell,Clarkson,False,20041204,2005,3,2,0
385,Sacred Heart,Canisius,False,20041204,2005,5,2,0
386,UConn,Army,False,20041204,2005,2,1,0
387,Notre Dame,Michigan,False,20041204,2005,0,8,0
388,Bowling Green,Michigan State,False,20041204,2005,4,6,0
389,Ohio State,Alaska,False,20041204,2005,5,2,0
390,Lake Superior State,Bemidji State,False,20041204,2005,1,3,0
391,Ferris State,Western Michigan,False,20041204,2005,6,2,0
392,Michigan Tech,Denver,False,20041204,2005,2,4,0
393,Northern Michigan,Omaha,False,20041204,2005,6,3,0
394,Alabama-Huntsville,Niagara,False,20041204,2005,2,3,0
395,North Dakota,Alaska Anchorage,False,20041204,2005,1,2,0
396,Wisconsin,Minnesota Duluth,False,20041204,2005,3,2,0
397,St. Cloud State,Minnesota State,False,20041204,2005,3,4,0
398,Air Force,Wayne State (MI),False,20041204,2005,2,3,0
399,Holy Cross,Quinnipiac,False,20041205,2005,4,3,1
400,Harvard,Vermont,False,20041207,2005,3,1,0
401,Rensselaer,Providence,False,20041208,2005,4,3,0
402,Holy Cross,UConn,False,20041208,2005,2,2,1
403,New Hampshire,UMass,False,20041209,2005,4,0,0
404,Omaha,Lake Superior State,False,20041209,2005,2,5,0
405,Boston College,Northeastern,False,20041210,2005,2,1,1
406,American International,Air Force,False,20041210,2005,4,5,0
407,Clarkson,Ohio State,False,20041210,2005,3,3,1
408,Merrimack,Princeton,False,20041210,2005,4,3,0
409,Wayne State (MI),Union,False,20041210,2005,1,5,0
410,Mercyhurst,Canisius,False,20041210,2005,3,4,0
411,Michigan,Bowling Green,False,20041210,2005,8,3,0
412,Miami (OH),Ferris State,False,20041210,2005,3,3,1
413,Notre Dame,Michigan State,False,20041210,2005,3,2,1
414,Minnesota Duluth,North Dakota,False,20041210,2005,1,5,0
415,St. Cloud State,Minnesota,False,20041210,2005,1,2,1
416,Bemidji State,Niagara,False,20041210,2005,8,3,0
417,Minnesota State,Wisconsin,False,20041210,2005,4,3,1
418,Alaska,Northern Michigan,False,20041210,2005,2,2,1
419,Alaska Anchorage,Colorado College,False,20041210,2005,1,6,0
420,Wayne State (MI),Union,False,20041211,2005,4,3,0
421,Harvard,Maine,False,20041211,2005,4,1,0
422,Northeastern,UMass Lowell,False,20041211,2005,2,2,1
423,UMass,Sacred Heart,False,20041211,2005,2,1,0
424,American International,Air Force,False,20041211,2005,0,2,0
425,Canisius,Mercyhurst,False,20041211,2005,2,2,1
426,Clarkson,Ohio State,False,20041211,2005,3,1,0
427,Rensselaer,Boston University,False,20041211,2005,1,4,0
428,Merrimack,Princeton,False,20041211,2005,4,2,0
429,Michigan State,Notre Dame,False,20041211,2005,4,1,0
430,Bowling Green,Michigan,False,20041211,2005,4,5,0
431,Miami (OH),Ferris State,False,20041211,2005,1,2,0
432,Bemidji State,Niagara,False,20041211,2005,2,6,0
433,Minnesota Duluth,North Dakota,False,20041211,2005,4,3,0
434,Omaha,Lake Superior State,False,20041211,2005,5,1,0
435,Minnesota State,Wisconsin,False,20041211,2005,2,3,0
436,Minnesota,St. Cloud State,False,20041211,2005,4,2,0
437,Alaska,Northern Michigan,False,20041211,2005,3,5,0
438,Alaska Anchorage,Colorado College,False,20041211,2005,2,7,0
439,Minnesota Duluth,Denver,False,20041217,2005,4,4,1
440,Bemidji State,Western Michigan,False,20041217,2005,3,4,1
441,North Dakota,Canisius,False,20041217,2005,5,1,0
442,Colorado College,Minnesota State,False,20041217,2005,8,5,0
443,St. Lawrence,Lake Superior State,False,20041218,2005,2,1,0
444,Bemidji State,Western Michigan,False,20041218,2005,4,2,0
445,Minnesota Duluth,Denver,False,20041218,2005,4,5,1
446,North Dakota,Canisius,False,20041218,2005,4,1,0
447,Colorado College,Minnesota State,False,20041218,2005,4,3,0
448,Dartmouth,Vermont,False,20041219,2005,1,5,0
449,St. Lawrence,Lake Superior State,False,20041219,2005,4,1,0
450,Northern Michigan,Harvard,False,20041222,2005,0,0,1
451,Minnesota,Merrimack,False,20041222,2005,6,2,0
452,Merrimack,Harvard,False,20041223,2005,6,4,0
453,Minnesota,Northern Michigan,False,20041223,2005,4,1,0
454,Cornell,Maine,False,20041229,2005,4,3,0
455,Vermont,Providence,False,20041229,2005,3,1,0
456,Michigan,Michigan Tech,False,20041229,2005,4,2,0
457,Ohio State,Minnesota State,False,20041229,2005,5,1,0
458,Boston University,Omaha,False,20041229,2005,4,1,0
459,UMass,Princeton,False,20041229,2005,4,0,0
460,Dartmouth,Bowling Green,False,20041229,2005,1,1,1
461,Boston College,St. Cloud State,False,20041229,2005,2,1,0
462,Michigan State,New Hampshire,False,20041229,2005,4,3,1
463,Miami (OH),Colorado College,False,20041229,2005,3,4,0
464,Merrimack,Brown,False,20041230,2005,1,4,0
465,Providence,Bowling Green,False,20041230,2005,3,2,0
466,UConn,Holy Cross,False,20041230,2005,3,6,0
467,Michigan Tech,New Hampshire,False,20041230,2005,3,4,0
468,Miami (OH),Minnesota State,False,20041230,2005,3,3,0
469,UMass,Omaha,False,20041230,2005,5,2,0
470,Dartmouth,Vermont,False,20041230,2005,6,3,0
471,UMass Lowell,Niagara,False,20041230,2005,5,2,0
472,Bentley,Quinnipiac,False,20041230,2005,2,3,0
473,Michigan,Michigan State,False,20041230,2005,1,2,1
474,Ohio State,Colorado College,False,20041230,2005,2,2,1
475,UConn,Merrimack,False,20041231,2005,1,4,0
