,Schl,Opp,PTS,OPP,Year,Date,neutral
7083,SUNY-Cortland,SUNY New Paltz,67,42,2007,01/25/2008,True
7084,SUNY-Cortland,SUNY New Paltz,67,42,2007,01/25/2008,True
7085,Morrisville State,Fredonia State,61,52,2007,01/25/2008,True
7086,Morrisville State,Fredonia State,61,52,2007,01/25/2008,True
7087,SUNY-Oswego,Buffalo State,91,83,2007,01/25/2008,True
7088,SUNY-Oswego,Buffalo State,91,83,2007,01/25/2008,True
7089,SUNY-Plattsburgh,Geneseo State,66,44,2007,01/25/2008,True
7090,SUNY-Plattsburgh,Geneseo State,66,44,2007,01/25/2008,True
7091,SUNY-Polytechnic,SUNY-Oneonta,64,80,2007,01/25/2008,False
7092,SUNY-Polytechnic,SUNY-Oneonta,64,80,2007,01/25/2008,False
7093,Lesley,Castleton,75,69,2007,01/25/2008,True
7094,Lesley,Castleton,75,69,2007,01/25/2008,True
7095,Maine-Farmington,Elms,57,60,2007,01/25/2008,True
7096,Maine-Farmington,Elms,57,60,2007,01/25/2008,True
7097,Thomas (ME),Becker,88,83,2007,01/25/2008,True
7098,Thomas (ME),Becker,88,83,2007,01/25/2008,True
7099,Wheelock,NVU-Johnson,73,75,2007,01/25/2008,True
7100,Wheelock,NVU-Johnson,73,75,2007,01/25/2008,True
7101,Hunter College,Baruch College,93,80,2007,01/25/2008,True
7102,Hunter College,Baruch College,93,80,2007,01/25/2008,True
7103,SUNY-Potsdam,SUNY Brockport,68,82,2007,01/25/2008,True
7104,SUNY-Potsdam,SUNY Brockport,68,82,2007,01/25/2008,True
7105,Connecticut College,Bowdoin,56,68,2007,01/25/2008,True
7106,Connecticut College,Bowdoin,56,68,2007,01/25/2008,True
7107,North Central (MN),Finlandia,64,76,2007,01/25/2008,True
7108,North Central (MN),Finlandia,64,76,2007,01/25/2008,True
7109,Case Western Reserve,Carnegie Mellon,72,86,2007,01/25/2008,True
7110,Case Western Reserve,Carnegie Mellon,72,86,2007,01/25/2008,True
7111,Husson,Maine-Presque Isle,90,81,2007,01/25/2008,False
7112,Husson,Maine-Presque Isle,90,81,2007,01/25/2008,False
7113,Wesleyan (CT),Colby,70,77,2007,01/25/2008,True
7114,Wesleyan (CT),Colby,70,77,2007,01/25/2008,True
7115,Redlands,La Verne,57,54,2007,01/26/2008,True
7116,Redlands,La Verne,57,54,2007,01/26/2008,True
7117,Redlands,La Verne,57,54,2007,01/26/2008,True
7118,Gust Adolphus,Augsburg,61,73,2007,01/26/2008,False
7119,Gust Adolphus,Augsburg,61,73,2007,01/26/2008,False
7120,Delaware Valley,Wilkes,67,71,2007,01/26/2008,True
7121,Delaware Valley,Wilkes,67,71,2007,01/26/2008,True
7122,King's (PA),Arcadia,93,79,2007,01/26/2008,True
7123,King's (PA),Arcadia,93,79,2007,01/26/2008,True
7124,Manhattanville,DeSales,82,88,2007,01/26/2008,True
7125,Manhattanville,DeSales,82,88,2007,01/26/2008,True
7126,Elmhurst,Wheaton (IL),75,79,2007,01/26/2008,True
7127,Elmhurst,Wheaton (IL),75,79,2007,01/26/2008,True
7128,Millikin,Carthage,62,66,2007,01/26/2008,True
7129,Millikin,Carthage,62,66,2007,01/26/2008,True
7130,North Park,Illinois Wesleyan,55,57,2007,01/26/2008,True
7131,North Park,Illinois Wesleyan,55,57,2007,01/26/2008,True
7132,Cal Lutheran,Occidental,58,67,2007,01/26/2008,True
7133,Cal Lutheran,Occidental,58,67,2007,01/26/2008,True
7134,Cal Tech,Claremont M.S.,46,73,2007,01/26/2008,True
7135,Cal Tech,Claremont M.S.,46,73,2007,01/26/2008,True
7136,Whittier,Pomona-Pitzer,66,53,2007,01/26/2008,True
7137,Whittier,Pomona-Pitzer,66,53,2007,01/26/2008,True
7138,Clarks Summit,D'Youville,78,55,2007,01/26/2008,True
7139,Clarks Summit,D'Youville,78,55,2007,01/26/2008,True
7140,Cazenovia,Penn State-Berks,78,87,2007,01/26/2008,False
7141,Cazenovia,Penn State-Berks,78,87,2007,01/26/2008,False
7142,Cairn,Keuka,87,83,2007,01/26/2008,True
7143,Cairn,Keuka,87,83,2007,01/26/2008,True
7144,Connecticut College,Colby,77,66,2007,01/26/2008,True
7145,Connecticut College,Colby,77,66,2007,01/26/2008,True
7146,Middlebury,Trinity (CT),71,74,2007,01/26/2008,False
7147,Middlebury,Trinity (CT),71,74,2007,01/26/2008,False
7148,Tufts,Bates,68,72,2007,01/26/2008,True
7149,Tufts,Bates,68,72,2007,01/26/2008,True
7150,Wesleyan (CT),Bowdoin,46,66,2007,01/26/2008,True
7151,Wesleyan (CT),Bowdoin,46,66,2007,01/26/2008,True
7152,Williams,Amherst,70,86,2007,01/26/2008,False
7153,Williams,Amherst,70,86,2007,01/26/2008,False
7154,Frostburg State,Penn State-Behrend,60,57,2007,01/26/2008,False
7155,Frostburg State,Penn State-Behrend,60,57,2007,01/26/2008,False
7156,La Roche,Pittsburgh-Bradford,56,54,2007,01/26/2008,False
7157,La Roche,Pittsburgh-Bradford,56,54,2007,01/26/2008,False
7158,Mt. Aloysius,Medaille,89,96,2007,01/26/2008,True
7159,Mt. Aloysius,Medaille,89,96,2007,01/26/2008,True
7160,Penn State-Altoona,Hilbert,60,49,2007,01/26/2008,False
7161,Penn State-Altoona,Hilbert,60,49,2007,01/26/2008,False
7162,Pitt.-Greensburg,Lake Erie,77,90,2007,01/26/2008,True
7163,Pitt.-Greensburg,Lake Erie,77,90,2007,01/26/2008,True
7164,Albertus Magnus,Saint Joseph's (ME),71,85,2007,01/26/2008,False
7165,Albertus Magnus,Saint Joseph's (ME),71,85,2007,01/26/2008,False
7166,Emmanuel MA,Emerson,76,75,2007,01/26/2008,True
7167,Emmanuel MA,Emerson,76,75,2007,01/26/2008,True
7168,Johnson & Wales (RI),Daniel Webster,88,78,2007,01/26/2008,False
7169,Johnson & Wales (RI),Daniel Webster,88,78,2007,01/26/2008,False
7170,Mount Ida College,Rivier,55,71,2007,01/26/2008,True
7171,Mount Ida College,Rivier,55,71,2007,01/26/2008,True
7172,Suffolk,Norwich,60,72,2007,01/26/2008,False
7173,Suffolk,Norwich,60,72,2007,01/26/2008,False
7174,Adrian,Alma,78,64,2007,01/26/2008,True
7175,Adrian,Alma,78,64,2007,01/26/2008,True
7176,Calvin,Hope,76,79,2007,01/26/2008,True
7177,Calvin,Hope,76,79,2007,01/26/2008,True
7178,Olivet,Kalamazoo,85,80,2007,01/26/2008,True
7179,Olivet,Kalamazoo,85,80,2007,01/26/2008,True
7180,Trine,Albion,64,73,2007,01/26/2008,True
7181,Trine,Albion,64,73,2007,01/26/2008,True
7182,Minn.-Morris,Northwestern MN,65,69,2007,01/26/2008,True
7183,Minn.-Morris,Northwestern MN,65,69,2007,01/26/2008,True
7184,Northland,Martin Luther,72,65,2007,01/26/2008,False
7185,Northland,Martin Luther,72,65,2007,01/26/2008,False
7186,Presentation,Crown (MN),80,62,2007,01/26/2008,True
7187,Presentation,Crown (MN),80,62,2007,01/26/2008,True
7188,St. Scholastica,Bethany Lutheran,62,79,2007,01/26/2008,False
7189,St. Scholastica,Bethany Lutheran,62,79,2007,01/26/2008,False
7190,E Connecticut,Plymouth State,98,67,2007,01/26/2008,True
7191,E Connecticut,Plymouth State,98,67,2007,01/26/2008,True
7192,Southern Methodist,Keene State,77,74,2007,01/26/2008,True
7193,Southern Methodist,Keene State,77,74,2007,01/26/2008,True
7194,Massachusetts-Boston,Rhode Island College,74,72,2007,01/26/2008,False
7195,Massachusetts-Boston,Rhode Island College,74,72,2007,01/26/2008,False
7196,MA Dartmouth,W Connecticut,72,67,2007,01/26/2008,False
7197,MA Dartmouth,W Connecticut,72,67,2007,01/26/2008,False
7198,Fitchburg State,Westfield State,63,58,2007,01/26/2008,False
7199,Fitchburg State,Westfield State,63,58,2007,01/26/2008,False
7200,Massachusetts Liberal Arts,Worcester State,78,82,2007,01/26/2008,True
7201,Massachusetts Liberal Arts,Worcester State,78,82,2007,01/26/2008,True
7202,Salem State,Framingham State,85,81,2007,01/26/2008,True
7203,Salem State,Framingham State,85,81,2007,01/26/2008,True
7204,Concordia (IL),Concordia (WI),67,87,2007,01/26/2008,True
7205,Concordia (IL),Concordia (WI),67,87,2007,01/26/2008,True
7206,Edgewood,Aurora,68,75,2007,01/26/2008,False
7207,Edgewood,Aurora,68,75,2007,01/26/2008,False
7208,Lakeland,Benedictine (IL),79,73,2007,01/26/2008,True
7209,Lakeland,Benedictine (IL),79,73,2007,01/26/2008,True
7210,Milwaukee Engineering,Rockford,79,71,2007,01/26/2008,True
7211,Milwaukee Engineering,Rockford,79,71,2007,01/26/2008,True
7212,Maranatha Bap,Dominican (IL),53,64,2007,01/26/2008,True
7213,Maranatha Bap,Dominican (IL),53,64,2007,01/26/2008,True
7214,Lewis & Clark,Linfield,83,77,2007,01/26/2008,True
7215,Lewis & Clark,Linfield,83,77,2007,01/26/2008,True
7216,Pacific (OR),Pacific Lutheran,94,85,2007,01/26/2008,True
7217,Pacific (OR),Pacific Lutheran,94,85,2007,01/26/2008,True
7218,Averett,Shenandoah,77,54,2007,01/26/2008,True
7219,Averett,Shenandoah,77,54,2007,01/26/2008,True
7220,Ferrum,Chris. Newport,94,83,2007,01/26/2008,False
7221,Ferrum,Chris. Newport,94,83,2007,01/26/2008,False
7222,Greensboro,North Carolina Wesleyan,80,62,2007,01/26/2008,True
7223,Greensboro,North Carolina Wesleyan,80,62,2007,01/26/2008,True
7224,Clarkson,Rensselaer,66,61,2007,01/26/2008,True
7225,Clarkson,Rensselaer,66,61,2007,01/26/2008,True
7226,Skidmore,Hamilton,65,83,2007,01/26/2008,True
7227,Skidmore,Hamilton,65,83,2007,01/26/2008,True
7228,St. Lawrence,Vassar,72,67,2007,01/26/2008,True
7229,St. Lawrence,Vassar,72,67,2007,01/26/2008,True
7230,Union (NY),Hobart and William Smith,51,75,2007,01/26/2008,True
7231,Union (NY),Hobart and William Smith,51,75,2007,01/26/2008,True
7232,Whitman,UC Santa Cruz,75,64,2007,01/26/2008,True
7233,Whitman,UC Santa Cruz,75,64,2007,01/26/2008,True
7234,Whitworth,George Fox,70,58,2007,01/26/2008,True
7235,Whitworth,George Fox,70,58,2007,01/26/2008,True
7236,Willamette,Puget Sound,75,90,2007,01/26/2008,False
7237,Willamette,Puget Sound,75,90,2007,01/26/2008,False
7238,Colby-Sawyer,Nichols,80,53,2007,01/26/2008,True
7239,Colby-Sawyer,Nichols,80,53,2007,01/26/2008,True
7240,Endicott,Wentworth,67,65,2007,01/26/2008,True
7241,Endicott,Wentworth,67,65,2007,01/26/2008,True
7242,Gordon,Curry,93,63,2007,01/26/2008,True
7243,Gordon,Curry,93,63,2007,01/26/2008,True
7244,New England College,Roger Williams,62,91,2007,01/26/2008,False
7245,New England College,Roger Williams,62,91,2007,01/26/2008,False
7246,Regis (MA),Eastern Nazarene,84,74,2007,01/26/2008,False
7247,Regis (MA),Eastern Nazarene,84,74,2007,01/26/2008,False
7248,Salve Regina,Western New England,58,71,2007,01/26/2008,False
7249,Salve Regina,Western New England,58,71,2007,01/26/2008,False
7250,New England,Anna Maria,82,73,2007,01/26/2008,True
7251,New England,Anna Maria,82,73,2007,01/26/2008,True
7252,Dubuque,Buena Vista,45,64,2007,01/26/2008,False
7253,Dubuque,Buena Vista,45,64,2007,01/26/2008,False
7254,Loras,Simpson (CA),70,53,2007,01/26/2008,True
7255,Loras,Simpson (CA),70,53,2007,01/26/2008,True
7256,Wartburg,Central IA,68,75,2007,01/26/2008,False
7257,Wartburg,Central IA,68,75,2007,01/26/2008,False
7258,Montclair State,Kean,75,61,2007,01/26/2008,True
7259,Montclair State,Kean,75,61,2007,01/26/2008,True
7260,Stockton,NJ City,101,60,2007,01/26/2008,False
7261,Stockton,NJ City,101,60,2007,01/26/2008,False
7262,Rowan,Ramapo,98,101,2007,01/26/2008,True
7263,Rowan,Ramapo,98,101,2007,01/26/2008,True
7264,Rutgers-Newark,Rutgers-Camden,44,43,2007,01/26/2008,True
7265,Rutgers-Newark,Rutgers-Camden,44,43,2007,01/26/2008,True
7266,Wm Paterson,College of New Jersey,74,60,2007,01/26/2008,True
7267,Wm Paterson,College of New Jersey,74,60,2007,01/26/2008,True
7268,Alfred,Hartwick,57,73,2007,01/26/2008,True
7269,Alfred,Hartwick,57,73,2007,01/26/2008,True
7270,St. John Fisher,Utica,66,40,2007,01/26/2008,True
7271,St. John Fisher,Utica,66,40,2007,01/26/2008,True
7272,Baldwin-Wallace,Capital,71,77,2007,01/26/2008,True
7273,Baldwin-Wallace,Capital,71,77,2007,01/26/2008,True
7274,Heidelberg,Wilmington (OH),82,72,2007,01/26/2008,True
7275,Heidelberg,Wilmington (OH),82,72,2007,01/26/2008,True
7276,Marietta,Ohio Northern,56,80,2007,01/26/2008,False
7277,Marietta,Ohio Northern,56,80,2007,01/26/2008,False
7278,Muskingum,Mount Union,72,60,2007,01/26/2008,False
7279,Muskingum,Mount Union,72,60,2007,01/26/2008,False
7280,Otterbein,John Carroll,98,73,2007,01/26/2008,False
7281,Otterbein,John Carroll,98,73,2007,01/26/2008,False
7282,Farmingdale State,Mount Saint Vincent,111,71,2007,01/26/2008,True
7283,Farmingdale State,Mount Saint Vincent,111,71,2007,01/26/2008,True
7284,SUNY-Maritime,Saint Joseph's Long Island,79,87,2007,01/26/2008,True
7285,SUNY-Maritime,Saint Joseph's Long Island,79,87,2007,01/26/2008,True
7286,Old Westbury,Mt. St. Mary (NY),73,71,2007,01/26/2008,False
7287,Old Westbury,Mt. St. Mary (NY),73,71,2007,01/26/2008,False
7288,Grinnell,Lawrence,106,109,2007,01/26/2008,False
7289,Grinnell,Lawrence,106,109,2007,01/26/2008,False
7290,Illinois College,St. Norbert,62,67,2007,01/26/2008,True
7291,Illinois College,St. Norbert,62,67,2007,01/26/2008,True
7292,Knox,Carroll WI,66,65,2007,01/26/2008,True
7293,Knox,Carroll WI,66,65,2007,01/26/2008,True
7294,Lake Forest,Ripon,68,75,2007,01/26/2008,False
7295,Lake Forest,Ripon,68,75,2007,01/26/2008,False
7296,Monmouth (IL),Beloit,60,67,2007,01/26/2008,True
7297,Monmouth (IL),Beloit,60,67,2007,01/26/2008,True
7298,Bluffton,Rose-Hulman,60,63,2007,01/26/2008,True
7299,Bluffton,Rose-Hulman,60,63,2007,01/26/2008,True
7300,Defiance,Hanover,58,49,2007,01/26/2008,False
7301,Defiance,Hanover,58,49,2007,01/26/2008,False
7302,Patrick Henry,Randolph,24,84,2007,01/26/2008,False
7303,Patrick Henry,Randolph,24,84,2007,01/26/2008,False
7304,Elizabethtown,Messiah,84,68,2007,01/26/2008,False
7305,Elizabethtown,Messiah,84,68,2007,01/26/2008,False
7306,Lebanon Valley,Albright,54,73,2007,01/26/2008,False
7307,Lebanon Valley,Albright,54,73,2007,01/26/2008,False
7308,Alvernia,Cabrini,70,54,2007,01/26/2008,True
7309,Alvernia,Cabrini,70,54,2007,01/26/2008,True
7310,Centenary (NJ),Eastern,70,86,2007,01/26/2008,False
7311,Centenary (NJ),Eastern,70,86,2007,01/26/2008,False
7312,Manchester,Transylvania,64,68,2007,01/26/2008,True
7313,Manchester,Transylvania,64,68,2007,01/26/2008,True
7314,Mt. St. Joseph,Anderson (IN),68,70,2007,01/26/2008,False
7315,Mt. St. Joseph,Anderson (IN),68,70,2007,01/26/2008,False
7316,Wisconsin Eau Claire,Wisconsin-La Crosse,65,72,2007,01/26/2008,False
7317,Wisconsin Eau Claire,Wisconsin-La Crosse,65,72,2007,01/26/2008,False
7318,Wisconsin-Oshkosh,Wisconsin-Stevens Point,73,61,2007,01/26/2008,False
7319,Wisconsin-Oshkosh,Wisconsin-Stevens Point,73,61,2007,01/26/2008,False
7320,Wisconsin-Platteville,Wis.-Stout,77,68,2007,01/26/2008,False
7321,Wisconsin-Platteville,Wis.-Stout,77,68,2007,01/26/2008,False
7322,Wisconsin-Superior,Wisconsin Whitewater,55,86,2007,01/26/2008,True
7323,Wisconsin-Superior,Wisconsin Whitewater,55,86,2007,01/26/2008,True
7324,Concordia-Moorhead,Carleton College,62,64,2007,01/26/2008,True
7325,Concordia-Moorhead,Carleton College,62,64,2007,01/26/2008,True
7326,Hamline,Bethel_MN,69,79,2007,01/26/2008,False
7327,Hamline,Bethel_MN,69,79,2007,01/26/2008,False
7328,Saint John's (MN),Saint Mary's (MN),75,61,2007,01/26/2008,True
7329,Saint John's (MN),Saint Mary's (MN),75,61,2007,01/26/2008,True
7330,St. Joseph's (NY),Albany Pharmacy,69,51,2007,01/26/2008,False
7331,St. Joseph's (NY),Albany Pharmacy,69,51,2007,01/26/2008,False
7332,Gettysburg,Haverford,77,63,2007,01/26/2008,True
7333,Gettysburg,Haverford,77,63,2007,01/26/2008,True
7334,Johns Hopkins,Dickinson College,74,53,2007,01/26/2008,True
7335,Johns Hopkins,Dickinson College,74,53,2007,01/26/2008,True
7336,McDaniel,Franklin & Marshall,82,78,2007,01/26/2008,True
7337,McDaniel,Franklin & Marshall,82,78,2007,01/26/2008,True
7338,Muhlenberg,Washington College,73,69,2007,01/26/2008,False
7339,Muhlenberg,Washington College,73,69,2007,01/26/2008,False
7340,Ursinus,Swarthmore,88,85,2007,01/26/2008,True
7341,Ursinus,Swarthmore,88,85,2007,01/26/2008,True
7342,Concordia (TX),Howard Payne,119,74,2007,01/26/2008,False
7343,Concordia (TX),Howard Payne,119,74,2007,01/26/2008,False
7344,St. Thomas (MN),St. Olaf,75,68,2007,01/26/2008,False
7345,St. Thomas (MN),St. Olaf,75,68,2007,01/26/2008,False
7346,Birmingham-Southern,Austin College,83,66,2007,01/26/2008,True
7347,Birmingham-Southern,Austin College,83,66,2007,01/26/2008,True
7348,Oglethorpe,Southwestern (TX),66,59,2007,01/26/2008,True
7349,Oglethorpe,Southwestern (TX),66,59,2007,01/26/2008,True
7350,Sewanee,Trinity (TX),62,70,2007,01/26/2008,True
7351,Sewanee,Trinity (TX),62,70,2007,01/26/2008,True
7352,Brooklyn,York (NY),72,86,2007,01/26/2008,False
7353,Brooklyn,York (NY),72,86,2007,01/26/2008,False
7354,Greenville,Westminster (MO),76,73,2007,01/26/2008,True
7355,Greenville,Westminster (MO),76,73,2007,01/26/2008,True
7356,MacMurray,Fontbonne,67,86,2007,01/26/2008,False
7357,MacMurray,Fontbonne,67,86,2007,01/26/2008,False
7358,Maryville (MO),Blackburn,66,58,2007,01/26/2008,True
7359,Maryville (MO),Blackburn,66,58,2007,01/26/2008,True
7360,Principia,Eureka,54,69,2007,01/26/2008,True
7361,Principia,Eureka,54,69,2007,01/26/2008,True
7362,Lincoln Christian,Webster,80,89,2007,01/26/2008,False
7363,Lincoln Christian,Webster,80,89,2007,01/26/2008,False
7364,Chapman,La Sierra,76,60,2007,01/26/2008,True
7365,Chapman,La Sierra,76,60,2007,01/26/2008,True
7366,Fisk,Philander Smith,74,79,2007,01/26/2008,True
7367,Fisk,Philander Smith,74,79,2007,01/26/2008,True
7368,Lancaster Bible,Keystone,78,79,2007,01/26/2008,False
7369,Lancaster Bible,Keystone,78,79,2007,01/26/2008,False
7370,Mitchell,Lyndon State,79,70,2007,01/26/2008,False
7371,Mitchell,Lyndon State,79,70,2007,01/26/2008,False
7372,Morningside,Nebraska Wesleyan,69,54,2007,01/26/2008,False
7373,Morningside,Nebraska Wesleyan,69,54,2007,01/26/2008,False
7374,Thomas (ME),Elms,58,78,2007,01/26/2008,False
7375,Thomas (ME),Elms,58,78,2007,01/26/2008,False
7376,Louisiana College,Ozarks (AR),69,71,2007,01/26/2008,True
7377,Louisiana College,Ozarks (AR),69,71,2007,01/26/2008,True
7378,Mary Hardin-Baylor,Sul Ross State,88,76,2007,01/26/2008,True
7379,Mary Hardin-Baylor,Sul Ross State,88,76,2007,01/26/2008,True
7380,Schreiner,Hardin-Simmons,55,67,2007,01/26/2008,True
7381,Schreiner,Hardin-Simmons,55,67,2007,01/26/2008,True
7382,Texas Lutheran,McMurry,79,88,2007,01/26/2008,True
7383,Texas Lutheran,McMurry,79,88,2007,01/26/2008,True
7384,Texas-Dallas,East Texas Baptist,75,70,2007,01/26/2008,True
7385,Texas-Dallas,East Texas Baptist,75,70,2007,01/26/2008,True
7386,Texas-Tyler,LeTourneau,66,59,2007,01/26/2008,True
7387,Texas-Tyler,LeTourneau,66,59,2007,01/26/2008,True
7388,Bridgewater (VA),Guilford,80,85,2007,01/26/2008,False
7389,Bridgewater (VA),Guilford,80,85,2007,01/26/2008,False
7390,Eastern Mennonite,Emory & Henry,146,154,2007,01/26/2008,False
7391,Eastern Mennonite,Emory & Henry,146,154,2007,01/26/2008,False
7392,Hampden-Sydney,Roanoke,65,67,2007,01/26/2008,True
7393,Hampden-Sydney,Roanoke,65,67,2007,01/26/2008,True
7394,Lynchburg,Washington & Lee,62,77,2007,01/26/2008,True
7395,Lynchburg,Washington & Lee,62,77,2007,01/26/2008,True
7396,Catholic,Susquehanna,57,70,2007,01/26/2008,True
7397,Catholic,Susquehanna,57,70,2007,01/26/2008,True
7398,Drew,Moravian,58,66,2007,01/26/2008,True
7399,Drew,Moravian,58,66,2007,01/26/2008,True
7400,Goucher,Juniata,85,78,2007,01/26/2008,True
7401,Goucher,Juniata,85,78,2007,01/26/2008,True
7402,Merchant Marine,Scranton,58,56,2007,01/26/2008,False
7403,Merchant Marine,Scranton,58,56,2007,01/26/2008,False
7404,Virginia Wesleyan,Randolph-Macon,56,38,2007,01/26/2008,False
7405,Virginia Wesleyan,Randolph-Macon,56,38,2007,01/26/2008,False
7406,Clark (MA),Massachusetts Institute of Technology,80,87,2007,01/26/2008,False
7407,Clark (MA),Massachusetts Institute of Technology,80,87,2007,01/26/2008,False
7408,Springfield,Babson,61,53,2007,01/26/2008,False
7409,Springfield,Babson,61,53,2007,01/26/2008,False
7410,WPI,Wheaton (MA),86,70,2007,01/26/2008,True
7411,WPI,Wheaton (MA),86,70,2007,01/26/2008,True
7412,SUNY-Cortland,SUNY-Oneonta,79,67,2007,01/26/2008,True
7413,SUNY-Cortland,SUNY-Oneonta,79,67,2007,01/26/2008,True
7414,Morrisville State,Buffalo State,71,78,2007,01/26/2008,True
7415,Morrisville State,Buffalo State,71,78,2007,01/26/2008,True
7416,SUNY-Oswego,Fredonia State,72,57,2007,01/26/2008,False
7417,SUNY-Oswego,Fredonia State,72,57,2007,01/26/2008,False
7418,SUNY-Plattsburgh,SUNY Brockport,81,78,2007,01/26/2008,True
7419,SUNY-Plattsburgh,SUNY Brockport,81,78,2007,01/26/2008,True
7420,SUNY-Potsdam,Geneseo State,68,72,2007,01/26/2008,True
7421,SUNY-Potsdam,Geneseo State,68,72,2007,01/26/2008,True
7422,SUNY-Polytechnic,SUNY New Paltz,69,57,2007,01/26/2008,False
7423,SUNY-Polytechnic,SUNY New Paltz,69,57,2007,01/26/2008,False
7424,Grove City,Geneva,67,60,2007,01/26/2008,False
7425,Grove City,Geneva,67,60,2007,01/26/2008,False
7426,Thomas More,Bethany (WV),76,77,2007,01/26/2008,True
7427,Thomas More,Bethany (WV),76,77,2007,01/26/2008,True
7428,Notre Dame (OH),Washington & Jefferson,69,64,2007,01/26/2008,False
7429,Notre Dame (OH),Washington & Jefferson,69,64,2007,01/26/2008,False
7430,Waynesburg,Thiel,75,80,2007,01/26/2008,True
7431,Waynesburg,Thiel,75,80,2007,01/26/2008,True
7432,LaGrange,Piedmont,86,81,2007,01/26/2008,True
7433,LaGrange,Piedmont,86,81,2007,01/26/2008,True
7434,Maryville (TN),Huntingdon,86,64,2007,01/26/2008,False
7435,Maryville (TN),Huntingdon,86,64,2007,01/26/2008,False
7436,Hiram,Oberlin,93,66,2007,01/26/2008,False
7437,Hiram,Oberlin,93,66,2007,01/26/2008,False
7438,Wabash,Denison,66,47,2007,01/26/2008,True
7439,Wabash,Denison,66,47,2007,01/26/2008,True
7440,Wittenberg,Kenyon,74,61,2007,01/26/2008,True
7441,Wittenberg,Kenyon,74,61,2007,01/26/2008,True
7442,Wooster,Earlham,89,68,2007,01/26/2008,True
7443,Wooster,Earlham,89,68,2007,01/26/2008,True
7444,Lesley,NVU-Johnson,56,72,2007,01/26/2008,True
7445,Lesley,NVU-Johnson,56,72,2007,01/26/2008,True
7446,Maine Maritime,Maine-Presque Isle,82,55,2007,01/26/2008,False
7447,Maine Maritime,Maine-Presque Isle,82,55,2007,01/26/2008,False
7448,Maine-Farmington,Becker,73,86,2007,01/26/2008,True
7449,Maine-Farmington,Becker,73,86,2007,01/26/2008,True
7450,Wheelock,Castleton,77,93,2007,01/26/2008,True
7451,Wheelock,Castleton,77,93,2007,01/26/2008,True
7452,Hood,York (PA),73,75,2007,01/26/2008,True
7453,Hood,York (PA),73,75,2007,01/26/2008,True
7454,Marymount (VA),Gallaudet,80,60,2007,01/26/2008,False
7455,Marymount (VA),Gallaudet,80,60,2007,01/26/2008,False
7456,Salisbury,Mary Washington,77,84,2007,01/26/2008,True
7457,Salisbury,Mary Washington,77,84,2007,01/26/2008,True
7458,Stevenson,St. Mary's (MD),65,70,2007,01/26/2008,True
7459,Stevenson,St. Mary's (MD),65,70,2007,01/26/2008,True
7460,Widener,Lycoming,70,65,2007,01/26/2008,True
7461,Widener,Lycoming,70,65,2007,01/26/2008,True
7462,Augustana (IL),North Central,70,60,2007,01/26/2008,False
7463,Augustana (IL),North Central,70,60,2007,01/26/2008,False
7464,Luther,Coe,52,44,2007,01/26/2008,True
7465,Luther,Coe,52,44,2007,01/26/2008,True
7466,Neumann,Gwynedd-Mercy,61,63,2007,01/26/2008,True
7467,Neumann,Gwynedd-Mercy,61,63,2007,01/26/2008,True
7468,Ohio Wesleyan,Allegheny,75,57,2007,01/26/2008,True
7469,Ohio Wesleyan,Allegheny,75,57,2007,01/26/2008,True
7470,Saint Vincent (PA),Westminster (PA),87,60,2007,01/26/2008,False
7471,Saint Vincent (PA),Westminster (PA),87,60,2007,01/26/2008,False
7472,Immaculata,Misericordia,67,58,2007,01/26/2008,False
7473,Immaculata,Misericordia,67,58,2007,01/26/2008,False
7474,SUNY-Polytechnic,SUNY-Purchase,60,65,2007,01/27/2008,False
7475,SUNY-Polytechnic,SUNY-Purchase,60,65,2007,01/27/2008,False
7476,SUNY-Polytechnic,SUNY-Purchase,60,65,2007,01/27/2008,False
7477,Case Western Reserve,Rochester (NY),74,85,2007,01/27/2008,False
7478,Case Western Reserve,Rochester (NY),74,85,2007,01/27/2008,False
7479,E Connecticut,Lyndon State,90,76,2007,01/27/2008,True
7480,E Connecticut,Lyndon State,90,76,2007,01/27/2008,True
7481,Averett,Chris. Newport,80,84,2007,01/27/2008,True
7482,Averett,Chris. Newport,80,84,2007,01/27/2008,True
7483,Ferrum,Shenandoah,74,70,2007,01/27/2008,True
7484,Ferrum,Shenandoah,74,70,2007,01/27/2008,True
7485,Whitworth,UC Santa Cruz,83,57,2007,01/27/2008,True
7486,Whitworth,UC Santa Cruz,83,57,2007,01/27/2008,True
7487,Elmira,Stevens Institute,46,50,2007,01/27/2008,True
7488,Elmira,Stevens Institute,46,50,2007,01/27/2008,True
7489,Brandeis,Washington (MO),69,71,2007,01/27/2008,False
7490,Brandeis,Washington (MO),69,71,2007,01/27/2008,False
7491,Emory,Carnegie Mellon,89,85,2007,01/27/2008,True
7492,Emory,Carnegie Mellon,89,85,2007,01/27/2008,True
7493,New York University,Chicago,44,61,2007,01/27/2008,False
7494,New York University,Chicago,44,61,2007,01/27/2008,False
7495,Centre (KY),Hendrix,69,59,2007,01/27/2008,True
7496,Centre (KY),Hendrix,69,59,2007,01/27/2008,True
7497,DePauw,Millsaps,90,83,2007,01/27/2008,True
7498,DePauw,Millsaps,90,83,2007,01/27/2008,True
7499,Rhodes,Colorado College,88,72,2007,01/27/2008,True
